baseline_rank,canonical_reported_name,province_reported,city_reported,trial_count_within_name_group,trial_example_url,name_verification_status,location_verification_status,official_hospital_id,official_name,filing_number,approved_name_evidence_json,unapproved_reference_leads_json,next_action,check_method
472,Xuzhou Central Hospital,,Xuzhou,34,https://clinicaltrials.gov/study/NCT02930837,unverified_no_approved_evidence,not_evaluated_without_approved_identity,,,,[],[],Obtain hospital or regulator evidence connecting the reported name to a filing; reference labels alone are insufficient,deterministic reconciliation of source-reviewed assertions; not a new manual source review
473,Zhengzhou Central Hospital,Henan,Zhengzhou,34,https://clinicaltrials.gov/study/NCT03406819,unverified_no_approved_evidence,not_evaluated_without_approved_identity,,,,[],[],Obtain hospital or regulator evidence connecting the reported name to a filing; reference labels alone are insufficient,deterministic reconciliation of source-reviewed assertions; not a new manual source review
474,"the First Affiliated Hospital, School of Medicine, Zhejiang University",Zhejiang,Hangzhou,34,https://clinicaltrials.gov/study/NCT01598142,unverified_no_approved_evidence,not_evaluated_without_approved_identity,,,,[],[],Obtain hospital or regulator evidence connecting the reported name to a filing; reference labels alone are insufficient,deterministic reconciliation of source-reviewed assertions; not a new manual source review
475,Affiliated Zhongshan Hospital of Fudan University,Shanghai Municipality,Shanghai,33,https://clinicaltrials.gov/study/NCT03412773,unverified_no_approved_evidence,not_evaluated_without_approved_identity,,,,[],[],Obtain hospital or regulator evidence connecting the reported name to a filing; reference labels alone are insufficient,deterministic reconciliation of source-reviewed assertions; not a new manual source review
476,Changsha Central Hospital,Hunan,Changsha,33,https://clinicaltrials.gov/study/NCT01677208,unverified_no_approved_evidence,not_evaluated_without_approved_identity,,,,[],[],Obtain hospital or regulator evidence connecting the reported name to a filing; reference labels alone are insufficient,deterministic reconciliation of source-reviewed assertions; not a new manual source review
477,Ningbo No.2 Hospital,Zhejiang,Ningbo,33,https://clinicaltrials.gov/study/NCT02213380,unverified_reference_only,not_evaluated_without_approved_identity,,,,[],"[{""hospital_id"": ""cnha-cfdi-55a50612c0a80333003733d3d6e16f10"", ""official_name"": ""宁波市第二医院"", ""candidate_alias"": ""Ningbo No. 2 Hospital"", ""source_url"": ""https://ror.org/01apc5d07"", ""status"": ""review_required"", ""reason"": ""Reference-only name; not approved for resolution""}]",Obtain hospital or regulator evidence connecting the reported name to a filing; reference labels alone are insufficient,deterministic reconciliation of source-reviewed assertions; not a new manual source review
478,Pingxiang People's Hospital,,Pingxiang,33,https://clinicaltrials.gov/study/NCT03675477,unverified_no_approved_evidence,not_evaluated_without_approved_identity,,,,[],[],Obtain hospital or regulator evidence connecting the reported name to a filing; reference labels alone are insufficient,deterministic reconciliation of source-reviewed assertions; not a new manual source review
479,Puyang Oilfield General Hospital,Henan,Puyang,33,https://clinicaltrials.gov/study/NCT03388593,unverified_no_approved_evidence,not_evaluated_without_approved_identity,,,,[],[],Obtain hospital or regulator evidence connecting the reported name to a filing; reference labels alone are insufficient,deterministic reconciliation of source-reviewed assertions; not a new manual source review
480,The Fifth Medical Center of PLA General Hospital,Beijing Municipality,Beijing,33,https://clinicaltrials.gov/study/NCT02609828,unverified_no_approved_evidence,not_evaluated_without_approved_identity,,,,[],[],Obtain hospital or regulator evidence connecting the reported name to a filing; reference labels alone are insufficient,deterministic reconciliation of source-reviewed assertions; not a new manual source review
481,The First Affiliated Hospital of Nanchang University Branch Donghu,Jiangxi,Nanchang,33,https://clinicaltrials.gov/study/NCT03336333,unverified_no_approved_evidence,not_evaluated_without_approved_identity,,,,[],[],Obtain hospital or regulator evidence connecting the reported name to a filing; reference labels alone are insufficient,deterministic reconciliation of source-reviewed assertions; not a new manual source review
482,The First People's Hospital of Lianyungang,Jiangsu,Lianyungang,33,https://clinicaltrials.gov/study/NCT01368419,unverified_no_approved_evidence,not_evaluated_without_approved_identity,,,,[],[],Obtain hospital or regulator evidence connecting the reported name to a filing; reference labels alone are insufficient,deterministic reconciliation of source-reviewed assertions; not a new manual source review
483,Xinxiang Central Hospital,Henan,Xinxiang,33,https://clinicaltrials.gov/study/NCT03431142,unverified_reference_only,not_evaluated_without_approved_identity,,,,[],"[{""hospital_id"": ""cnha-cfdi-12783270c0a8033304ea9c2064167117"", ""official_name"": ""新乡市中心医院"", ""candidate_alias"": ""Xinxiang Central Hospital"", ""source_url"": ""https://ror.org/006zn6z18"", ""status"": ""review_required"", ""reason"": ""Reference-only name; not approved for resolution""}]",Obtain hospital or regulator evidence connecting the reported name to a filing; reference labels alone are insufficient,deterministic reconciliation of source-reviewed assertions; not a new manual source review
484,Anhui Chest Hospital,Anhui,Hefei,32,https://clinicaltrials.gov/study/NCT02901288,unverified_no_approved_evidence,not_evaluated_without_approved_identity,,,,[],[],Obtain hospital or regulator evidence connecting the reported name to a filing; reference labels alone are insufficient,deterministic reconciliation of source-reviewed assertions; not a new manual source review
485,Biological treatment center in Fuda cancer hospital,Guangdong,Guangzhou,32,https://clinicaltrials.gov/study/NCT02074046,unverified_no_approved_evidence,not_evaluated_without_approved_identity,,,,[],[],Obtain hospital or regulator evidence connecting the reported name to a filing; reference labels alone are insufficient,deterministic reconciliation of source-reviewed assertions; not a new manual source review
486,Cancer center of Sun Yat-sen University,Guangdong,Guangzhou,32,https://clinicaltrials.gov/study/NCT00642239,unverified_no_approved_evidence,not_evaluated_without_approved_identity,,,,[],[],Obtain hospital or regulator evidence connecting the reported name to a filing; reference labels alone are insufficient,deterministic reconciliation of source-reviewed assertions; not a new manual source review
487,Children's Hospital of Soochow University,Jiangsu,Suzhou,32,https://clinicaltrials.gov/study/NCT01500551,unverified_no_approved_evidence,not_evaluated_without_approved_identity,,,,[],[],Obtain hospital or regulator evidence connecting the reported name to a filing; reference labels alone are insufficient,deterministic reconciliation of source-reviewed assertions; not a new manual source review
488,Dongguan People's Hospital,,Dongguan,32,https://clinicaltrials.gov/study/NCT02062489,unverified_reference_only,not_evaluated_without_approved_identity,,,,[],"[{""hospital_id"": ""cnha-cfdi-a8ca5ae4c0a803332f40cb299fdbe61d"", ""official_name"": ""东莞市人民医院"", ""candidate_alias"": ""Dongguan People’s Hospital"", ""source_url"": ""https://ror.org/022s5gm85"", ""status"": ""review_required"", ""reason"": ""Reference-only name; not approved for resolution""}]",Obtain hospital or regulator evidence connecting the reported name to a filing; reference labels alone are insufficient,deterministic reconciliation of source-reviewed assertions; not a new manual source review
489,Eye & ENT Hospital of Fudan University,,Shanghai,32,https://clinicaltrials.gov/study/NCT01157715,verified_name_relation,requires_location_review,,,,"[{""hospital_id"": ""cnha-cfdi-3b82df51c0a80333106dd738c8bd4964"", ""official_name"": ""复旦大学附属眼耳鼻喉科医院"", ""filing_number"": ""药临床机构备字2020000197"", ""alias"": ""Eye & ENT Hospital of Fudan University"", ""normalized_alias"": ""eye&enthospitaloffudanuniversity"", ""kind"": ""english_name"", ""evidence_status"": ""official_source_reviewed"", ""source_url"": ""https://shmc.fudan.edu.cn/eng/2094/list.htm"", ""accessed_at"": ""2026-09-05"", ""valid_from"": """", ""valid_to"": """"}]",[],"Verify reported province, city and campus against the study record before assigning an institution ID",deterministic reconciliation of source-reviewed assertions; not a new manual source review
490,First Affiliated Hospital of Gannan Medical University,Jiangxi,Ganzhou,32,https://clinicaltrials.gov/study/NCT02398110,unverified_no_approved_evidence,not_evaluated_without_approved_identity,,,,[],[],Obtain hospital or regulator evidence connecting the reported name to a filing; reference labels alone are insufficient,deterministic reconciliation of source-reviewed assertions; not a new manual source review
491,Jilin Province People's Hospital,Jilin,Changchun,32,https://clinicaltrials.gov/study/NCT01677208,unverified_no_approved_evidence,not_evaluated_without_approved_identity,,,,[],[],Obtain hospital or regulator evidence connecting the reported name to a filing; reference labels alone are insufficient,deterministic reconciliation of source-reviewed assertions; not a new manual source review
492,Jinling Hospital,Jiangsu,Nanjing,32,https://clinicaltrials.gov/study/NCT01176916,unverified_no_approved_evidence,not_evaluated_without_approved_identity,,,,[],[],Obtain hospital or regulator evidence connecting the reported name to a filing; reference labels alone are insufficient,deterministic reconciliation of source-reviewed assertions; not a new manual source review
493,Nanyang First People's Hospital,Henan,Nanyang,32,https://clinicaltrials.gov/study/NCT03544905,unverified_no_approved_evidence,not_evaluated_without_approved_identity,,,,[],[],Obtain hospital or regulator evidence connecting the reported name to a filing; reference labels alone are insufficient,deterministic reconciliation of source-reviewed assertions; not a new manual source review
494,Shanghai Ninth People's Hospital,Shanghai Municipality,Shanghai,32,https://clinicaltrials.gov/study/NCT00829660,unverified_no_approved_evidence,not_evaluated_without_approved_identity,,,,[],[],Obtain hospital or regulator evidence connecting the reported name to a filing; reference labels alone are insufficient,deterministic reconciliation of source-reviewed assertions; not a new manual source review
495,Shanghai Skin Disease Hospital,,Shanghai,32,https://clinicaltrials.gov/study/NCT03782792,unverified_no_approved_evidence,not_evaluated_without_approved_identity,,,,[],[],Obtain hospital or regulator evidence connecting the reported name to a filing; reference labels alone are insufficient,deterministic reconciliation of source-reviewed assertions; not a new manual source review
496,"Sixth Affiliated Hospital, Sun Yat-sen University",Guangdong,Guangzhou,32,https://clinicaltrials.gov/study/NCT02649647,unverified_no_approved_evidence,not_evaluated_without_approved_identity,,,,[],[],Obtain hospital or regulator evidence connecting the reported name to a filing; reference labels alone are insufficient,deterministic reconciliation of source-reviewed assertions; not a new manual source review
497,The First Affiliated Hospital of Jinzhou Medical University,Liaoning,Jinzhou,32,https://clinicaltrials.gov/study/NCT02984917,unverified_no_approved_evidence,not_evaluated_without_approved_identity,,,,[],[],Obtain hospital or regulator evidence connecting the reported name to a filing; reference labels alone are insufficient,deterministic reconciliation of source-reviewed assertions; not a new manual source review
498,The First Affiliated Hospital of USTC Anhui Provincial Hospital,Anhui,Hefei,32,https://clinicaltrials.gov/study/NCT03416179,unverified_no_approved_evidence,not_evaluated_without_approved_identity,,,,[],[],Obtain hospital or regulator evidence connecting the reported name to a filing; reference labels alone are insufficient,deterministic reconciliation of source-reviewed assertions; not a new manual source review
499,"The First Affiliated Hospital, Zhejiang University",,Hangzhou,32,https://clinicaltrials.gov/study/NCT01125566,unverified_no_approved_evidence,not_evaluated_without_approved_identity,,,,[],[],Obtain hospital or regulator evidence connecting the reported name to a filing; reference labels alone are insufficient,deterministic reconciliation of source-reviewed assertions; not a new manual source review
500,The Second Affiliated Hospital of Nanjing Medical University,,Nanjing,32,https://clinicaltrials.gov/study/NCT03984760,unverified_no_approved_evidence,not_evaluated_without_approved_identity,,,,[],[],Obtain hospital or regulator evidence connecting the reported name to a filing; reference labels alone are insufficient,deterministic reconciliation of source-reviewed assertions; not a new manual source review
501,"The Third Affiliated Hospital, Sun Yat-Sen University",Guangdong,Guangzhou,32,https://clinicaltrials.gov/study/NCT00796692,unverified_no_approved_evidence,not_evaluated_without_approved_identity,,,,[],[],Obtain hospital or regulator evidence connecting the reported name to a filing; reference labels alone are insufficient,deterministic reconciliation of source-reviewed assertions; not a new manual source review
502,The University of Hong Kong-Shenzhen Hospital,Guangdong,Shenzhen,32,https://clinicaltrials.gov/study/NCT02103257,unverified_no_approved_evidence,not_evaluated_without_approved_identity,,,,[],[],Obtain hospital or regulator evidence connecting the reported name to a filing; reference labels alone are insufficient,deterministic reconciliation of source-reviewed assertions; not a new manual source review
503,Zhongda Hospital,Jiangsu,Nanjing,32,https://clinicaltrials.gov/study/NCT02206815,unverified_no_approved_evidence,not_evaluated_without_approved_identity,,,,[],[],Obtain hospital or regulator evidence connecting the reported name to a filing; reference labels alone are insufficient,deterministic reconciliation of source-reviewed assertions; not a new manual source review
504,Cancer hospital Fudan University,Shanghai Municipality,Shanghai,31,https://clinicaltrials.gov/study/NCT00839111,unverified_no_approved_evidence,not_evaluated_without_approved_identity,,,,[],[],Obtain hospital or regulator evidence connecting the reported name to a filing; reference labels alone are insufficient,deterministic reconciliation of source-reviewed assertions; not a new manual source review
505,Fuwai Central China Cardiovascular Hospital,Henan,Zhengzhou,31,https://clinicaltrials.gov/study/NCT03431142,unverified_no_approved_evidence,not_evaluated_without_approved_identity,,,,[],[],Obtain hospital or regulator evidence connecting the reported name to a filing; reference labels alone are insufficient,deterministic reconciliation of source-reviewed assertions; not a new manual source review
506,Fuwai Hospital,,Beijing,31,https://clinicaltrials.gov/study/NCT00402272,unverified_reference_only,not_evaluated_without_approved_identity,,,,[],"[{""hospital_id"": ""cnha-cfdi-dac651f9c0a8033306f8c466867e4477"", ""official_name"": ""中国医学科学院阜外医院"", ""candidate_alias"": ""Fu Wai Hospital"", ""source_url"": ""https://ror.org/0590dnz19"", ""status"": ""review_required"", ""reason"": ""Reference-only name; not approved for resolution""}]",Obtain hospital or regulator evidence connecting the reported name to a filing; reference labels alone are insufficient,deterministic reconciliation of source-reviewed assertions; not a new manual source review
507,Ganzhou People's Hospital,Jiangxi,Ganzhou,31,https://clinicaltrials.gov/study/NCT04381143,unverified_reference_only,not_evaluated_without_approved_identity,,,,[],"[{""hospital_id"": ""cnha-cfdi-85ebd49ec0a80333553a4190a0080ea0"", ""official_name"": ""赣州市人民医院"", ""candidate_alias"": ""Ganzhou People's Hospital"", ""source_url"": ""https://ror.org/00r398124"", ""status"": ""review_required"", ""reason"": ""Reference-only name; not approved for resolution""}]",Obtain hospital or regulator evidence connecting the reported name to a filing; reference labels alone are insufficient,deterministic reconciliation of source-reviewed assertions; not a new manual source review
508,Institute of Hematology and Blood Diseases Hospital Chinese Academy of Medical Sciences,,Tianjin,31,https://clinicaltrials.gov/study/NCT01564784,unverified_no_approved_evidence,not_evaluated_without_approved_identity,,,,[],[],Obtain hospital or regulator evidence connecting the reported name to a filing; reference labels alone are insufficient,deterministic reconciliation of source-reviewed assertions; not a new manual source review
509,Ningbo Medical Center Lihuili Hospital,,Ningbo,31,https://clinicaltrials.gov/study/NCT04536558,unverified_reference_only,not_evaluated_without_approved_identity,,,,[],"[{""hospital_id"": ""cnha-cfdi-9a4828d4c0a803336d65b0548efdace5"", ""official_name"": ""宁波市医疗中心李惠利医院"", ""candidate_alias"": ""Ningbo Medical Center Lihuili Hospital"", ""source_url"": ""https://ror.org/030zcqn97"", ""status"": ""review_required"", ""reason"": ""Reference-only name; not approved for resolution""}]",Obtain hospital or regulator evidence connecting the reported name to a filing; reference labels alone are insufficient,deterministic reconciliation of source-reviewed assertions; not a new manual source review
510,Peking University Sixth Hospital,Beijing Municipality,Beijing,31,https://clinicaltrials.gov/study/NCT01065259,unverified_reference_only,not_evaluated_without_approved_identity,,,,[],"[{""hospital_id"": ""cnha-cfdi-90e8bfbcc0a8033311829d2674af920d"", ""official_name"": ""北京大学第六医院"", ""candidate_alias"": ""Peking University Sixth Hospital"", ""source_url"": ""https://ror.org/05rzcwg85"", ""status"": ""review_required"", ""reason"": ""Reference-only name; not approved for resolution""}]",Obtain hospital or regulator evidence connecting the reported name to a filing; reference labels alone are insufficient,deterministic reconciliation of source-reviewed assertions; not a new manual source review
511,Qilu Hospital,Shandong,Jinan,31,https://clinicaltrials.gov/study/NCT02166554,unverified_no_approved_evidence,not_evaluated_without_approved_identity,,,,[],[],Obtain hospital or regulator evidence connecting the reported name to a filing; reference labels alone are insufficient,deterministic reconciliation of source-reviewed assertions; not a new manual source review
512,"Ren Ji Hospital, School of Medicine, Shanghai Jiao Tong University",,Shanghai,31,https://clinicaltrials.gov/study/NCT02033980,unverified_no_approved_evidence,not_evaluated_without_approved_identity,,,,[],[],Obtain hospital or regulator evidence connecting the reported name to a filing; reference labels alone are insufficient,deterministic reconciliation of source-reviewed assertions; not a new manual source review
513,"Second Affiliated Hospital, Zhejiang University School of Medicine",Zhejiang,Hangzhou,31,https://clinicaltrials.gov/study/NCT01642771,verified_name_relation,requires_location_review,,,,"[{""hospital_id"": ""cnha-cfdi-17badd7fc0a8033348429f2c890ae1f6"", ""official_name"": ""浙江大学医学院附属第二医院"", ""filing_number"": ""药临床机构备字2020000192"", ""alias"": ""Second Affiliated Hospital, Zhejiang University School of Medicine"", ""normalized_alias"": ""secondaffiliatedhospitalzhejianguniversityschoolofmedicine"", ""kind"": ""english_name"", ""evidence_status"": ""official_source_reviewed"", ""source_url"": ""https://mse.zju.edu.cn/enmse/35303/list.htm"", ""accessed_at"": ""2026-09-05"", ""valid_from"": """", ""valid_to"": """"}]",[],"Verify reported province, city and campus against the study record before assigning an institution ID",deterministic reconciliation of source-reviewed assertions; not a new manual source review
514,Shanghai Zhongshan Hospital,,Shanghai,31,https://clinicaltrials.gov/study/NCT00239382,unverified_no_approved_evidence,not_evaluated_without_approved_identity,,,,[],[],Obtain hospital or regulator evidence connecting the reported name to a filing; reference labels alone are insufficient,deterministic reconciliation of source-reviewed assertions; not a new manual source review
515,Southern Medical University Nanfang Hospital,Guangdong,Guangzhou,31,https://clinicaltrials.gov/study/NCT00915018,unverified_no_approved_evidence,not_evaluated_without_approved_identity,,,,[],[],Obtain hospital or regulator evidence connecting the reported name to a filing; reference labels alone are insufficient,deterministic reconciliation of source-reviewed assertions; not a new manual source review
516,The Second Hospital of Shandong University,Shandong,Jinan,31,https://clinicaltrials.gov/study/NCT01131637,unverified_no_approved_evidence,not_evaluated_without_approved_identity,,,,[],[],Obtain hospital or regulator evidence connecting the reported name to a filing; reference labels alone are insufficient,deterministic reconciliation of source-reviewed assertions; not a new manual source review
517,The Third Hospital of Changsha,Hunan,Changsha,31,https://clinicaltrials.gov/study/NCT00829660,unverified_no_approved_evidence,not_evaluated_without_approved_identity,,,,[],[],Obtain hospital or regulator evidence connecting the reported name to a filing; reference labels alone are insufficient,deterministic reconciliation of source-reviewed assertions; not a new manual source review
518,Tianjin Huanhu Hospital,Tianjin Municipality,Tianjin,31,https://clinicaltrials.gov/study/NCT01929096,unverified_reference_only,not_evaluated_without_approved_identity,,,,[],"[{""hospital_id"": ""cnha-cfdi-13c9eaf7c0a8033352df6dbdc89113dd"", ""official_name"": ""天津市环湖医院"", ""candidate_alias"": ""Tianjin Huanhu Hospital"", ""source_url"": ""https://ror.org/00q6wbs64"", ""status"": ""review_required"", ""reason"": ""Reference-only name; not approved for resolution""}]",Obtain hospital or regulator evidence connecting the reported name to a filing; reference labels alone are insufficient,deterministic reconciliation of source-reviewed assertions; not a new manual source review
519,Tianjin People's Hospital,,Tianjin,31,https://clinicaltrials.gov/study/NCT01228734,unverified_reference_only,not_evaluated_without_approved_identity,,,,[],"[{""hospital_id"": ""cnha-cfdi-a900ffadc0a803333486f23102c2e40e"", ""official_name"": ""天津市人民医院"", ""candidate_alias"": ""Tianjin People's Hospital"", ""source_url"": ""https://ror.org/01x62kg38"", ""status"": ""review_required"", ""reason"": ""Reference-only name; not approved for resolution""}]",Obtain hospital or regulator evidence connecting the reported name to a filing; reference labels alone are insufficient,deterministic reconciliation of source-reviewed assertions; not a new manual source review
520,Zhongnan Hospital of Wuhan University,,Wuhan,31,https://clinicaltrials.gov/study/NCT01744366,verified_name_relation,requires_location_review,,,,"[{""hospital_id"": ""cnha-cfdi-1d285607c0a8033317501ffac20bf2de"", ""official_name"": ""武汉大学中南医院"", ""filing_number"": ""药临床机构备字2019000007"", ""alias"": ""Zhongnan Hospital of Wuhan University"", ""normalized_alias"": ""zhongnanhospitalofwuhanuniversity"", ""kind"": ""english_name"", ""evidence_status"": ""official_source_reviewed"", ""source_url"": ""https://en.whu.edu.cn/info/4691/50291.htm"", ""accessed_at"": ""2026-09-05"", ""valid_from"": """", ""valid_to"": """"}]",[],"Verify reported province, city and campus against the study record before assigning an institution ID",deterministic reconciliation of source-reviewed assertions; not a new manual source review
521,Affiliated Hospital of Guilin Medical University,Guangxi,Gui'lin,30,https://clinicaltrials.gov/study/NCT01569516,unverified_no_approved_evidence,not_evaluated_without_approved_identity,,,,[],[],Obtain hospital or regulator evidence connecting the reported name to a filing; reference labels alone are insufficient,deterministic reconciliation of source-reviewed assertions; not a new manual source review
522,"Department of Nuclear Medicine, First Affiliated Hospital of Fujian Medical University",Fujian,Fuzhou,30,https://clinicaltrials.gov/study/NCT02723760,unverified_no_approved_evidence,not_evaluated_without_approved_identity,,,,[],[],Obtain hospital or regulator evidence connecting the reported name to a filing; reference labels alone are insufficient,deterministic reconciliation of source-reviewed assertions; not a new manual source review
523,Hainan General Hospital,,Haikou,30,https://clinicaltrials.gov/study/NCT02024373,unverified_reference_only,not_evaluated_without_approved_identity,,,,[],"[{""hospital_id"": ""cnha-cfdi-8411957ac0a803331e837ff978318cf4"", ""official_name"": ""海南省人民医院"", ""candidate_alias"": ""Hainan General Hospital"", ""source_url"": ""https://ror.org/030sr2v21"", ""status"": ""review_required"", ""reason"": ""Reference-only name; not approved for resolution""}]",Obtain hospital or regulator evidence connecting the reported name to a filing; reference labels alone are insufficient,deterministic reconciliation of source-reviewed assertions; not a new manual source review
524,Heping Hospital Affiliated to Changzhi Medical College,Shanxi,Changzhi,30,https://clinicaltrials.gov/study/NCT03668496,unverified_no_approved_evidence,not_evaluated_without_approved_identity,,,,[],[],Obtain hospital or regulator evidence connecting the reported name to a filing; reference labels alone are insufficient,deterministic reconciliation of source-reviewed assertions; not a new manual source review
525,Heze Municipal Hospital,Shandong,Heze,30,https://clinicaltrials.gov/study/NCT03261375,unverified_no_approved_evidence,not_evaluated_without_approved_identity,,,,[],[],Obtain hospital or regulator evidence connecting the reported name to a filing; reference labels alone are insufficient,deterministic reconciliation of source-reviewed assertions; not a new manual source review
526,Huadong Hospital Affiliated to Fudan University,,Shanghai,30,https://clinicaltrials.gov/study/NCT02205112,verified_name_relation,requires_location_review,,,,"[{""hospital_id"": ""cnha-cfdi-fd54bff1c0a803330407365647d0fcea"", ""official_name"": ""华东医院"", ""filing_number"": ""药临床机构备字2020000628"", ""alias"": ""Huadong Hospital Affiliated to Fudan University"", ""normalized_alias"": ""huadonghospitalaffiliatedtofudanuniversity"", ""kind"": ""english_name"", ""evidence_status"": ""official_source_reviewed"", ""source_url"": ""https://shmc.fudan.edu.cn/eng/2094/list.htm"", ""accessed_at"": ""2026-09-05"", ""valid_from"": """", ""valid_to"": """"}]",[],"Verify reported province, city and campus against the study record before assigning an institution ID",deterministic reconciliation of source-reviewed assertions; not a new manual source review
527,Shandong Provincial Hospital,,Jinan,30,https://clinicaltrials.gov/study/NCT01918098,unverified_reference_only,not_evaluated_without_approved_identity,,,,[],"[{""hospital_id"": ""cnha-cfdi-fdab536cc0a8033331f709e0eb34965d"", ""official_name"": ""山东省立医院"", ""candidate_alias"": ""Shandong Provincial Hospital"", ""source_url"": ""https://ror.org/02ar2nf05"", ""status"": ""review_required"", ""reason"": ""Reference-only name; not approved for resolution""}]",Obtain hospital or regulator evidence connecting the reported name to a filing; reference labels alone are insufficient,deterministic reconciliation of source-reviewed assertions; not a new manual source review
528,Shanghai Changhai Hospital,,Shanghai,30,https://clinicaltrials.gov/study/NCT00146341,unverified_no_approved_evidence,not_evaluated_without_approved_identity,,,,[],[],Obtain hospital or regulator evidence connecting the reported name to a filing; reference labels alone are insufficient,deterministic reconciliation of source-reviewed assertions; not a new manual source review
529,The First Affiliated Hospital of Guangzhou University of Chinese Medicine,Guangdong,Guangzhou,30,https://clinicaltrials.gov/study/NCT01897805,unverified_no_approved_evidence,not_evaluated_without_approved_identity,,,,[],[],Obtain hospital or regulator evidence connecting the reported name to a filing; reference labels alone are insufficient,deterministic reconciliation of source-reviewed assertions; not a new manual source review
530,The First Affiliated Hospital of Nanyang Medical College,Henan,Nanyang,30,https://clinicaltrials.gov/study/NCT03544905,unverified_no_approved_evidence,not_evaluated_without_approved_identity,,,,[],[],Obtain hospital or regulator evidence connecting the reported name to a filing; reference labels alone are insufficient,deterministic reconciliation of source-reviewed assertions; not a new manual source review
531,The First Affiliated Hospital of Suzhou University,Jiangsu,Suzhou,30,https://clinicaltrials.gov/study/NCT00617981,unverified_no_approved_evidence,not_evaluated_without_approved_identity,,,,[],[],Obtain hospital or regulator evidence connecting the reported name to a filing; reference labels alone are insufficient,deterministic reconciliation of source-reviewed assertions; not a new manual source review
532,The Fourth Hospital of Hebei Medical University,,Shijia Zhuang,30,https://clinicaltrials.gov/study/NCT03059823,unverified_no_approved_evidence,not_evaluated_without_approved_identity,,,,[],[],Obtain hospital or regulator evidence connecting the reported name to a filing; reference labels alone are insufficient,deterministic reconciliation of source-reviewed assertions; not a new manual source review
533,The Second Hospital of Anhui Medical University,,Hefei,30,https://clinicaltrials.gov/study/NCT03974022,unverified_no_approved_evidence,not_evaluated_without_approved_identity,,,,[],[],Obtain hospital or regulator evidence connecting the reported name to a filing; reference labels alone are insufficient,deterministic reconciliation of source-reviewed assertions; not a new manual source review
534,Xuanwu Hospital,,Beijing,30,https://clinicaltrials.gov/study/NCT00197392,unverified_no_approved_evidence,not_evaluated_without_approved_identity,,,,[],[],Obtain hospital or regulator evidence connecting the reported name to a filing; reference labels alone are insufficient,deterministic reconciliation of source-reviewed assertions; not a new manual source review
535,Zhejiang Cancer Hospital,,Zhejiang,30,https://clinicaltrials.gov/study/NCT01702571,verified_name_relation,requires_location_review,,,,"[{""hospital_id"": ""cnha-cfdi-877dc8a7c0a803335e9cc239fa3a0b8d"", ""official_name"": ""浙江省肿瘤医院"", ""filing_number"": ""药临床机构备字2020000300"", ""alias"": ""Zhejiang Cancer Hospital"", ""normalized_alias"": ""zhejiangcancerhospital"", ""kind"": ""english_name"", ""evidence_status"": ""official_source_reviewed"", ""source_url"": ""https://www.zchospital.com/cn/scientific/info/134"", ""accessed_at"": ""2026-09-05"", ""valid_from"": """", ""valid_to"": """"}]",[],"Verify reported province, city and campus against the study record before assigning an institution ID",deterministic reconciliation of source-reviewed assertions; not a new manual source review
536,Affiliated Hospital of Hebei University,,Baoding,29,https://clinicaltrials.gov/study/NCT03520478,unverified_reference_only,not_evaluated_without_approved_identity,,,,[],"[{""hospital_id"": ""cnha-cfdi-2378a801c0a8033344aab2495f5daaf2"", ""official_name"": ""河北大学附属医院"", ""candidate_alias"": ""Affiliated Hospital of Hebei University"", ""source_url"": ""https://ror.org/049vsq398"", ""status"": ""review_required"", ""reason"": ""Reference-only name; not approved for resolution""}]",Obtain hospital or regulator evidence connecting the reported name to a filing; reference labels alone are insufficient,deterministic reconciliation of source-reviewed assertions; not a new manual source review
537,"Beijing Youan Hospital, Capital Medical University",,Beijing,29,https://clinicaltrials.gov/study/NCT00617981,unverified_no_approved_evidence,not_evaluated_without_approved_identity,,,,[],[],Obtain hospital or regulator evidence connecting the reported name to a filing; reference labels alone are insufficient,deterministic reconciliation of source-reviewed assertions; not a new manual source review
538,Chengdu Women's and Children's Central Hospital,Sichuan,Chengdu,29,https://clinicaltrials.gov/study/NCT02336178,unverified_reference_only,not_evaluated_without_approved_identity,,,,[],"[{""hospital_id"": ""cnha-cfdi-aca5253cc0a803331756b31326d171c1"", ""official_name"": ""成都市妇女儿童中心医院"", ""candidate_alias"": ""Chengdu Women's and Children's Central Hospital"", ""source_url"": ""https://ror.org/008x2am79"", ""status"": ""review_required"", ""reason"": ""Reference-only name; not approved for resolution""}]",Obtain hospital or regulator evidence connecting the reported name to a filing; reference labels alone are insufficient,deterministic reconciliation of source-reviewed assertions; not a new manual source review
539,Jiangxi Provincial People's Hospital,,Nanchang,29,https://clinicaltrials.gov/study/NCT02205112,unverified_reference_only,not_evaluated_without_approved_identity,,,,[],"[{""hospital_id"": ""cnha-cfdi-9ab355d1c0a8033305cc8fed8fd9f878"", ""official_name"": ""江西省人民医院（南昌医学院第一附属医院）"", ""candidate_alias"": ""Jiangxi Provincial People's Hospital"", ""source_url"": ""https://ror.org/01dspcb60"", ""status"": ""review_required"", ""reason"": ""Reference-only name; not approved for resolution""}]",Obtain hospital or regulator evidence connecting the reported name to a filing; reference labels alone are insufficient,deterministic reconciliation of source-reviewed assertions; not a new manual source review
