baseline_rank,canonical_reported_name,province_reported,city_reported,trial_count_within_name_group,trial_example_url,name_verification_status,location_verification_status,official_hospital_id,official_name,filing_number,approved_name_evidence_json,unapproved_reference_leads_json,next_action,check_method
540,Nanfang Hospital,,Guangzhou,29,https://clinicaltrials.gov/study/NCT01143662,unverified_reference_only,not_evaluated_without_approved_identity,,,,[],"[{""hospital_id"": ""cnha-cfdi-8c9677c6c0a80333732f874986787cb3"", ""official_name"": ""南方医科大学南方医院"", ""candidate_alias"": ""Nanfang Hospital"", ""source_url"": ""https://ror.org/01eq10738"", ""status"": ""review_required"", ""reason"": ""Reference-only name; not approved for resolution""}]",Obtain hospital or regulator evidence connecting the reported name to a filing; reference labels alone are insufficient,deterministic reconciliation of source-reviewed assertions; not a new manual source review
541,Peking University Cancer Hospital & Institute,Beijing Municipality,Beijing,29,https://clinicaltrials.gov/study/NCT01589159,unverified_no_approved_evidence,not_evaluated_without_approved_identity,,,,[],[],Obtain hospital or regulator evidence connecting the reported name to a filing; reference labels alone are insufficient,deterministic reconciliation of source-reviewed assertions; not a new manual source review
542,Tangdu Hospital,Shan'xi,Xi'an,29,https://clinicaltrials.gov/study/NCT00869778,unverified_no_approved_evidence,not_evaluated_without_approved_identity,,,,[],[],Obtain hospital or regulator evidence connecting the reported name to a filing; reference labels alone are insufficient,deterministic reconciliation of source-reviewed assertions; not a new manual source review
543,The Fifth Affiliated Hospital Sun Yat-Sen University,Guangdong,Zhuhai,29,https://clinicaltrials.gov/study/NCT02832635,unverified_no_approved_evidence,not_evaluated_without_approved_identity,,,,[],[],Obtain hospital or regulator evidence connecting the reported name to a filing; reference labels alone are insufficient,deterministic reconciliation of source-reviewed assertions; not a new manual source review
544,The First Affiliated Hospital of Nanjing Medical University,,Nanjing,29,https://clinicaltrials.gov/study/NCT00412893,unverified_no_approved_evidence,not_evaluated_without_approved_identity,,,,[],[],Obtain hospital or regulator evidence connecting the reported name to a filing; reference labels alone are insufficient,deterministic reconciliation of source-reviewed assertions; not a new manual source review
545,The Fourth Affiliated Hospital of Zhejiang University School of Medicine,Zhejiang,Yiwu,29,https://clinicaltrials.gov/study/NCT02562183,unverified_no_approved_evidence,not_evaluated_without_approved_identity,,,,[],[],Obtain hospital or regulator evidence connecting the reported name to a filing; reference labels alone are insufficient,deterministic reconciliation of source-reviewed assertions; not a new manual source review
546,The Second Affiliated Hospital of Anhui Medical University,,Hefei,29,https://clinicaltrials.gov/study/NCT02993731,unverified_no_approved_evidence,not_evaluated_without_approved_identity,,,,[],[],Obtain hospital or regulator evidence connecting the reported name to a filing; reference labels alone are insufficient,deterministic reconciliation of source-reviewed assertions; not a new manual source review
547,Tongji Hospital affiliated to Tongji Medical College of Huazhong University of Science & Technology,Hubei,Wuhan,29,https://clinicaltrials.gov/study/NCT04483115,unverified_no_approved_evidence,not_evaluated_without_approved_identity,,,,[],[],Obtain hospital or regulator evidence connecting the reported name to a filing; reference labels alone are insufficient,deterministic reconciliation of source-reviewed assertions; not a new manual source review
548,Zhongshan Hospital Affiliated to Fudan University,,Shanghai,29,https://clinicaltrials.gov/study/NCT00506246,unverified_no_approved_evidence,not_evaluated_without_approved_identity,,,,[],[],Obtain hospital or regulator evidence connecting the reported name to a filing; reference labels alone are insufficient,deterministic reconciliation of source-reviewed assertions; not a new manual source review
549,Affiliated Hospital of Chengde Medical University,Hebei,Chengde,28,https://clinicaltrials.gov/study/NCT01677208,unverified_no_approved_evidence,not_evaluated_without_approved_identity,,,,[],[],Obtain hospital or regulator evidence connecting the reported name to a filing; reference labels alone are insufficient,deterministic reconciliation of source-reviewed assertions; not a new manual source review
550,Affiliated Hospital of Guizhou Medical University,Guizhou,Guiyang,28,https://clinicaltrials.gov/study/NCT03550638,unverified_no_approved_evidence,not_evaluated_without_approved_identity,,,,[],[],Obtain hospital or regulator evidence connecting the reported name to a filing; reference labels alone are insufficient,deterministic reconciliation of source-reviewed assertions; not a new manual source review
551,Affiliated Hospital of Jiangsu University,,Zhenjiang,28,https://clinicaltrials.gov/study/NCT02897349,unverified_reference_only,not_evaluated_without_approved_identity,,,,[],"[{""hospital_id"": ""cnha-cfdi-e4c2299ec0a8033344cc6b10cb3c6b7f"", ""official_name"": ""江苏大学附属医院"", ""candidate_alias"": ""Affiliated Hospital of Jiangsu University"", ""source_url"": ""https://ror.org/028pgd321"", ""status"": ""review_required"", ""reason"": ""Reference-only name; not approved for resolution""}]",Obtain hospital or regulator evidence connecting the reported name to a filing; reference labels alone are insufficient,deterministic reconciliation of source-reviewed assertions; not a new manual source review
552,Affiliated Hospital of Xuzhou Medical University,Jiangsu,Xuzhou,28,https://clinicaltrials.gov/study/NCT03189901,unverified_no_approved_evidence,not_evaluated_without_approved_identity,,,,[],[],Obtain hospital or regulator evidence connecting the reported name to a filing; reference labels alone are insufficient,deterministic reconciliation of source-reviewed assertions; not a new manual source review
553,Beijing Ditan Hospital Capital Medical University,,Beijing,28,https://clinicaltrials.gov/study/NCT01436539,unverified_no_approved_evidence,not_evaluated_without_approved_identity,,,,[],[],Obtain hospital or regulator evidence connecting the reported name to a filing; reference labels alone are insufficient,deterministic reconciliation of source-reviewed assertions; not a new manual source review
554,Beijing Shijitan Hospital,Beijing Municipality,Beijing,28,https://clinicaltrials.gov/study/NCT00664846,unverified_no_approved_evidence,not_evaluated_without_approved_identity,,,,[],[],Obtain hospital or regulator evidence connecting the reported name to a filing; reference labels alone are insufficient,deterministic reconciliation of source-reviewed assertions; not a new manual source review
555,Changzhi People's Hospital,Shanxi,Changzhi,28,https://clinicaltrials.gov/study/NCT03789760,unverified_no_approved_evidence,not_evaluated_without_approved_identity,,,,[],[],Obtain hospital or regulator evidence connecting the reported name to a filing; reference labels alone are insufficient,deterministic reconciliation of source-reviewed assertions; not a new manual source review
556,Hangzhou First People's Hospital,,Hangzhou,28,https://clinicaltrials.gov/study/NCT01529957,unverified_reference_only,not_evaluated_without_approved_identity,,,,[],"[{""hospital_id"": ""cnha-cfdi-e9931cafc0a80333076533365daf5152"", ""official_name"": ""杭州市第一人民医院（西湖大学附属杭州市第一人民医院）"", ""candidate_alias"": ""Hangzhou First People's Hospital"", ""source_url"": ""https://ror.org/05pwsw714"", ""status"": ""review_required"", ""reason"": ""Reference-only name; not approved for resolution""}]",Obtain hospital or regulator evidence connecting the reported name to a filing; reference labels alone are insufficient,deterministic reconciliation of source-reviewed assertions; not a new manual source review
557,Huzhou Central Hospital,,Huzhou,28,https://clinicaltrials.gov/study/NCT03675477,unverified_reference_only,not_evaluated_without_approved_identity,,,,[],"[{""hospital_id"": ""cnha-cfdi-aa5e801bc0a80333103950ba923572ae"", ""official_name"": ""湖州市中心医院"", ""candidate_alias"": ""Huzhou Central Hospital"", ""source_url"": ""https://ror.org/01czx1v82"", ""status"": ""review_required"", ""reason"": ""Reference-only name; not approved for resolution""}]",Obtain hospital or regulator evidence connecting the reported name to a filing; reference labels alone are insufficient,deterministic reconciliation of source-reviewed assertions; not a new manual source review
558,Jinhua Municipal Central Hospital,,Jinhua,28,https://clinicaltrials.gov/study/NCT02099721,unverified_no_approved_evidence,not_evaluated_without_approved_identity,,,,[],[],Obtain hospital or regulator evidence connecting the reported name to a filing; reference labels alone are insufficient,deterministic reconciliation of source-reviewed assertions; not a new manual source review
559,Lanzhou University Second Hospital,,Lanzhou,28,https://clinicaltrials.gov/study/NCT01529476,unverified_no_approved_evidence,not_evaluated_without_approved_identity,,,,[],[],Obtain hospital or regulator evidence connecting the reported name to a filing; reference labels alone are insufficient,deterministic reconciliation of source-reviewed assertions; not a new manual source review
560,Ruijin Hospital Affiliated to Shanghai Jiao Tong University School of Medicine,,Shanghai,28,https://clinicaltrials.gov/study/NCT01012258,unverified_no_approved_evidence,not_evaluated_without_approved_identity,,,,[],[],Obtain hospital or regulator evidence connecting the reported name to a filing; reference labels alone are insufficient,deterministic reconciliation of source-reviewed assertions; not a new manual source review
561,Shanghai Tongji Hospital,Shanghai Municipality,Shanghai,28,https://clinicaltrials.gov/study/NCT01681316,unverified_no_approved_evidence,not_evaluated_without_approved_identity,,,,[],[],Obtain hospital or regulator evidence connecting the reported name to a filing; reference labels alone are insufficient,deterministic reconciliation of source-reviewed assertions; not a new manual source review
562,Shanghai Xuhui Central Hospital,,Shanghai,28,https://clinicaltrials.gov/study/NCT03322800,unverified_no_approved_evidence,not_evaluated_without_approved_identity,,,,[],[],Obtain hospital or regulator evidence connecting the reported name to a filing; reference labels alone are insufficient,deterministic reconciliation of source-reviewed assertions; not a new manual source review
563,"Sir Run Run Shaw Hospital, School of Medicine, Zhejiang University",Zhejiang,Hangzhou,28,https://clinicaltrials.gov/study/NCT01228734,unverified_no_approved_evidence,not_evaluated_without_approved_identity,,,,[],[],Obtain hospital or regulator evidence connecting the reported name to a filing; reference labels alone are insufficient,deterministic reconciliation of source-reviewed assertions; not a new manual source review
