canonical_reported_name,province_reported,city_reported,trial_count,active_trial_count,name_variants,resolution_status,candidate_count,first_trial_id,source_url,review_reason,candidates_json
The First Affiliated Hospital of Bengbu Medical University,Anhui,Bengbu,49,18,The First Affiliated Hospital of Bengbu Medical University | The first affiliated hospital of bengbu medical University | The first Affiliated Hospital of Bengbu Medical University | The first Affiliated hospital of Bengbu Medical University,unmatched,0,NCT04078386,https://clinicaltrials.gov/study/NCT04078386,,[]
Tongji Hospital Affiliated to Tongji Medical College of Huazhong University of Science and Technology,Hubei,Wuhan,49,29,"Tongji Hospital Affiliated to Tongji Medical College of Huazhong University of Science and Technology | Tongji Hospital affiliated to Tongji Medical College of Huazhong University of Science and Technology | Tongji Hospital, Affiliated to Tongji Medical College of Huazhong University of Science and Technology | Tongji Hospital Affiliated to Tongji Medical College of Huazhong University of science and technology | Tongji hospital affiliated to tongji medical college of huazhong university of science and technology | Tongji Hospital affiliated to Tongji Medical College of Huazhong University ofScience and Technology",unmatched,0,NCT04370145,https://clinicaltrials.gov/study/NCT04370145,,[]
Zhongshan Hospital Xiamen University,Fujian,Xiamen,49,22,"Zhongshan Hospital Xiamen University | Zhongshan Hospital, Xiamen University | Zhongshan Hospital Xiamen university",unmatched,0,NCT00829660,https://clinicaltrials.gov/study/NCT00829660,,[]
Huashan Hospital,,Shanghai,48,21,Huashan Hospital | Huashan hospital,unmatched,0,NCT01140997,https://clinicaltrials.gov/study/NCT01140997,,[]
Liaoning Cancer Hospital and Institute,Liaoning,Shenyang,48,12,Liaoning Cancer Hospital and Institute,unmatched,0,NCT01939054,https://clinicaltrials.gov/study/NCT01939054,,[]
Shanghai First People's Hospital,Shanghai Municipality,Shanghai,48,18,Shanghai First People's Hospital | Shanghai First People's HOSPITAL | Shanghai first people's hospital | Shanghai First Peoples Hospital,unmatched,0,NCT00926562,https://clinicaltrials.gov/study/NCT00926562,,[]
The Affiliated Hospital of Xuzhou Medical University,,Xuzhou,48,17,The Affiliated Hospital of Xuzhou Medical University | THE Affiliated Hospital of Xuzhou Medical University | The affiliated hospital of Xuzhou medical university | The Affiliated Hospital Of XuZhou Medical University | The Affiliated Hospital of XUZHOU Medical University | The Affiliated Hospital of xuzhou Medical University | The affiliated hospital of xuzhou medical university,unmatched,0,NCT01918098,https://clinicaltrials.gov/study/NCT01918098,,[]
The First Affiliated Hospital of Henan University of Science & Technology,Henan,Luoyang,48,20,The First Affiliated Hospital of Henan University of Science & Technology | The First Affiliated Hospital of Henan University of Science &Technology | The First Affiliated Hospital Of Henan University Of Science & Technology,unmatched,0,NCT01560052,https://clinicaltrials.gov/study/NCT01560052,,[]
The First Hospital of Shanxi Medical University,Shanxi,Taiyuan,48,19,The First Hospital of Shanxi Medical University | The first hospital of Shanxi Medical University | The First hospital of Shanxi Medical University,unmatched,0,NCT01531829,https://clinicaltrials.gov/study/NCT01531829,,[]
Zhongshan Hospital,,Shanghai,48,17,Zhongshan Hospital | Zhongshan hospital | Zhong Shan Hospital,unmatched,0,NCT00402272,https://clinicaltrials.gov/study/NCT00402272,,[]
Beijing Jishuitan Hospital,Beijing Municipality,Beijing,47,18,Beijing Jishuitan Hospital | Beijing Jishuitan hospital | Beijing Ji Shui Tan Hospital | Beijing ji shui tan Hospital | Beijing jishuitan hospital,unmatched,0,NCT00829660,https://clinicaltrials.gov/study/NCT00829660,,[]
Beijing Tongren Hospital,,Beijing,47,16,Beijing Tongren Hospital | Beijing Tong-Ren hospital | Beijing TongRen Hospital,unmatched,0,NCT01276912,https://clinicaltrials.gov/study/NCT01276912,,[]
Cancer Hospital Chinese Academy of Medical Science,Beijing Municipality,Beijing,47,24,"Cancer Hospital Chinese Academy of Medical Science | Cancer Hospital, Chinese Academy of Medical Science | Cancer hospital, Chinese academy of medical science | Cancer Hospital,Chinese Academy of Medical Science",unmatched,0,NCT00639522,https://clinicaltrials.gov/study/NCT00639522,,[]
Linfen Central Hospital,Shanxi,Linfen,47,19,Linfen Central Hospital | Linfen central hospital | LinFen Central Hospital | Linfen Central hospital,unmatched,0,NCT03431142,https://clinicaltrials.gov/study/NCT03431142,,[]
Linyi Cancer Hospital,,Linyi,47,25,Linyi Cancer Hospital | Lin Yi Cancer Hospital | LinYi Cancer Hospital,unmatched,0,NCT03088813,https://clinicaltrials.gov/study/NCT03088813,,[]
Shanghai Changhai Hospital,Shanghai Municipality,Shanghai,47,14,Shanghai Changhai Hospital,unmatched,0,NCT00796692,https://clinicaltrials.gov/study/NCT00796692,,[]
The Second Affiliated Hospital of Zhengzhou University,Henan,Zhengzhou,47,13,The Second Affiliated Hospital of Zhengzhou University | the Second Affiliated Hospital of Zhengzhou University,unmatched,0,NCT00829660,https://clinicaltrials.gov/study/NCT00829660,,[]
The first affiliated hospital of medical college of zhejiang university,Zhejiang,Hangzhou,47,37,The first affiliated hospital of medical college of zhejiang university | The First Affiliated Hospital of Medical College of Zhejiang University,unmatched,0,NCT04626908,https://clinicaltrials.gov/study/NCT04626908,,[]
Tianjin Chest Hospital,Tianjin Municipality,Tianjin,47,14,Tianjin Chest Hospital | Tian Jin Chest Hospital | TianJin Chest Hospital,unmatched,0,NCT00829660,https://clinicaltrials.gov/study/NCT00829660,,[]
"Tongji Hospital, Tongji Medical College, Huazhong University of Science & Technology",Hubei,Wuhan,47,11,"Tongji Hospital, Tongji Medical College, Huazhong University of Science & Technology | Tongji Hospital, Tongji Medical College, Huazhong University of Science & Technology. | Tongji Hospital, Tongji Medical College Huazhong University of Science ＆ Technology | Tongji Hospital, Tongji Medical College, Huazhong University of Science ＆Technology | Tongji Hospital, Tongji Medical College ,Huazhong University of Science ＆Technology | Tongji Hospital, Tongji Medical College Huazhong University of Science & Technology | Tongji Hospital,Tongji Medical College Huazhong University of Science & Technology | Tongji Hospital, Tongji Medical college HuaZhong University of Science&Technology | Tongji hospital,Tongji Medical College,Huazhong University of Science&Technology",unmatched,0,NCT01332149,https://clinicaltrials.gov/study/NCT01332149,,[]
Zibo Central Hospital,Shandong,Zibo,47,19,Zibo Central Hospital | Zibo central hospital | Zibo Central hospital,unmatched,0,NCT01703637,https://clinicaltrials.gov/study/NCT01703637,,[]
"2nd Affiliated Hospital, School of Medicine, Zhejiang University",Zhejiang,Hangzhou,46,33,"2nd Affiliated Hospital, School of Medicine, Zhejiang University | 2ndAffiliated Hospital, School of Medicine, Zhejiang University | 2nd Affiliated Hospital,School of Medicine,Zhejiang University",unmatched,0,NCT00846261,https://clinicaltrials.gov/study/NCT00846261,,[]
"Children's Hospital, Zhejiang University School of Medicine",Zhejiang,Hangzhou,46,22,"Children's Hospital, Zhejiang University School of Medicine | Children's Hospital Zhejiang University School of Medicine | Children's hospital, Zhejiang University School of Medicine | Children's Hospital ZheJiang University School of Medicine",unmatched,0,NCT00642863,https://clinicaltrials.gov/study/NCT00642863,,[]
"Department of Gastroenterology, Qilu Hospital, Shandong University",Shandong,Ji'nan,46,22,"Department of Gastroenterology, Qilu Hospital, Shandong University | Department of Gastroenterology,Qilu Hospital,Shandong University | Department of Gastroenterology,QiLu Hospital,Shandong University",unmatched,0,NCT00851305,https://clinicaltrials.gov/study/NCT00851305,,[]
"Department of Hematology,Nanfang Hospital, Southern Medical University",Guangdong,Guangzhou,46,34,"Department of Hematology,Nanfang Hospital, Southern Medical University | Department of Hematology, Nanfang Hospital, Southern Medical University",unmatched,0,NCT01763086,https://clinicaltrials.gov/study/NCT01763086,,[]
Eye & ENT Hospital of Fudan University,Shanghai Municipality,Shanghai,46,25,Eye & ENT Hospital of Fudan University | Eye & Ent Hospital of Fudan University | Eye & ENT hospital of Fudan university | Eye & ENT hospital of Fudan University | Eye ＆ Ent Hospital of Fudan University | Eye& Ent Hospital of Fudan University | Eye&ENT Hospital of Fudan University | Eye&Ent Hospital of fudan University | Eye＆Ent Hospital of Fudan University,unmatched,0,NCT01436864,https://clinicaltrials.gov/study/NCT01436864,,[]
Huashan Hospital Affiliated to Fudan University,,Shanghai,46,7,Huashan Hospital Affiliated to Fudan University | Huashan Hospital affiliated to Fudan University | Huashan Hospital Affiliated To Fudan University | Huashan Hospital Affiliated to Fu Dan University,unmatched,0,NCT01131637,https://clinicaltrials.gov/study/NCT01131637,,[]
Shenzhen People's Hospital,,Shenzhen,46,14,Shenzhen People's Hospital | ShenZhen People's Hospital | Shenzhen People s Hospital | Shenzhen people's hospital | Shenzhen People' S Hospital | Shenzhen Peoples Hospital,unmatched,0,NCT01529476,https://clinicaltrials.gov/study/NCT01529476,,[]
Southwest Hospital,Chongqing Municipality,Chongqing,46,29,Southwest Hospital | South West Hospital,unmatched,0,NCT00664846,https://clinicaltrials.gov/study/NCT00664846,,[]
Suining Central Hospital,Sichuan,Suining,46,12,Suining Central Hospital | SuiNing Central Hospital,unmatched,0,NCT04187352,https://clinicaltrials.gov/study/NCT04187352,,[]
The Second Affiliated Hospital of Zhejiang University,Zhejiang,Hangzhou,46,20,The Second Affiliated Hospital of Zhejiang University | The second affiliated hospital of Zhejiang University | the second affiliated hospital of Zhejiang University | the Second Affiliated Hospital of Zhejiang University,unmatched,0,NCT00565708,https://clinicaltrials.gov/study/NCT00565708,,[]
Tianjin Cancer Hospital Airport Hospital,Tianjin Municipality,Tianjin,46,31,"Tianjin Cancer Hospital Airport Hospital | Tianjin Cancer Hospital, Airport Hospital | TianJin Cancer Hospital Airport Hospital",unmatched,0,NCT05640791,https://clinicaltrials.gov/study/NCT05640791,,[]
Tongji Hospital Tongji Medical College Huazhong University of Science and Technology,,Wuhan,46,10,"Tongji Hospital Tongji Medical College Huazhong University of Science and Technology | Tongji Hospital, Tongji Medical College, Huazhong University of Science and Technology | Tongji Hospital, Tongji Medical College, Huazhong University of Science and Technology, | Tongji Hospital, Tongji Medical College, Huazhong University of Science and technology | Tongji Hospital,Tongji Medical College Huazhong University of Science and Technology",unmatched,0,NCT01581398,https://clinicaltrials.gov/study/NCT01581398,,[]
Xijing Hospital,Shanxi,XiAn,46,21,Xijing Hospital | XiJing Hospital | XIJING Hospital | Xijing hospital,unmatched,0,NCT01002092,https://clinicaltrials.gov/study/NCT01002092,,[]
Beijing Friendship Hospital,,Beijing,45,13,Beijing Friendship Hospital | Beijing friendship hospital | Beijing Friendship hospital,unmatched,0,NCT00148460,https://clinicaltrials.gov/study/NCT00148460,,[]
Children's Hospital of Chongqing Medical University,Chongqing Municipality,Chongqing,45,18,Children's Hospital of Chongqing Medical University | Childrens Hospital of Chongqing Medical University | Children's hospital of Chongqing Medical University,unmatched,0,NCT02544542,https://clinicaltrials.gov/study/NCT02544542,,[]
Shanghai Sixth People's Hospital,,Shanghai,45,17,Shanghai Sixth People's Hospital | Shanghai Sixth Peoples Hospital | Shanghai Sixth people's hospital | Shanghai sixth People's Hospital,unmatched,0,NCT00478790,https://clinicaltrials.gov/study/NCT00478790,,[]
The First Affiliated Hospital of Henan University of Science and Technology,,Luoyang,45,22,The First Affiliated Hospital of Henan University of Science and Technology | The first affiliated hospital of Henan University of science and technology | The First Affiliated Hospital of He'nan University of Science and Technology | The First Affiliated Hospital of Henan University of science and Technology | The First Affiliated Hospital of Henan University of science and technology | The first Affiliated Hospital of Henan University of Science and Technology,unmatched,0,NCT04094662,https://clinicaltrials.gov/study/NCT04094662,,[]
The Third Hospital of Hebei Medical University,Hebei,Shijiazhuang,45,6,The Third Hospital of Hebei Medical University | the Third Hospital of Hebei Medical University | The Third Hospital of hebei Medical University | The Third hospital of Hebei Medical University,unmatched,0,NCT00664846,https://clinicaltrials.gov/study/NCT00664846,,[]
Yantai Yuhuangding Hospital,,Yantai,45,14,Yantai Yuhuangding Hospital | Yantai YuHuangDing Hospital | Yantai Yu Huang Ding hospital | Yantai Yu Huangding Hospital | Yantai yuhuangding Hospital,unmatched,0,NCT03500380,https://clinicaltrials.gov/study/NCT03500380,,[]
Affiliated Hospital of Guangdong Medical University,Guangdong,Zhanjiang,44,16,Affiliated Hospital of Guangdong Medical University | Affiliated Hospital Of Guangdong Medical University | Affiliated hospital of Guangdong medical university,unmatched,0,NCT03084237,https://clinicaltrials.gov/study/NCT03084237,,[]
Binzhou Medical University Hospital,Shandong,Binzhou,44,15,Binzhou Medical University Hospital | Binzhou Medical university hospital | Binzhou medical university hospital,unmatched,0,NCT01721408,https://clinicaltrials.gov/study/NCT01721408,,[]
Fudan University Cancer Hospital,,Shanghai,44,15,Fudan University Cancer Hospital | Fudan university cancer hospital,unmatched,0,NCT00430378,https://clinicaltrials.gov/study/NCT00430378,,[]
Meizhou People's Hospital,Guangdong,Meizhou,44,23,Meizhou People's Hospital | Meizhou peoples Hospital | MeiZhou People's Hospital | Meizhou People's hospital | Meizhou people'shospital,unmatched,0,NCT02845986,https://clinicaltrials.gov/study/NCT02845986,,[]
The Second Affiliated Hospital of Zhejiang University School of Medicine,,Hangzhou,44,16,The Second Affiliated Hospital of Zhejiang University School of Medicine | The Second Affiliated hospital of Zhejiang University school of medicine | The Second Affiliated Hospital of Zhejiang University School Of Medicine | The Second Affiliated hospital of Zhejiang University School of Medicine | The Second affiliated Hospital of Zhejiang University School of Medicine | The second Affiliated Hospital of Zhejiang University School of Medicine | The second Affiliated hospital of zhejiang university school of medicine | The second affiliated hospital of zhejiang University school of medicine,unmatched,0,NCT00413699,https://clinicaltrials.gov/study/NCT00413699,,[]
The Second Hospital of Tianjin Medical University,,Tianjin,44,15,The Second Hospital of Tianjin Medical University | The Second Hospital Of Tianjin Medical University | The Second Hospital Of TianJin medical University | The second hospital of Tianjin Medical University,unmatched,0,NCT00375674,https://clinicaltrials.gov/study/NCT00375674,,[]
Xingtai People's Hospital,Hebei,Xingtai,44,19,Xingtai People's Hospital,unmatched,0,NCT02534545,https://clinicaltrials.gov/study/NCT02534545,,[]
Daqing Oilfield General Hospital,Heilongjiang,Daqing,43,16,Daqing Oilfield General Hospital | Daqing Oilfield general Hospital | Da Qing Oilfield General Hospital,unmatched,0,NCT00829660,https://clinicaltrials.gov/study/NCT00829660,,[]
General Hospital of Ningxia Medical University,,Yinchuan,43,14,General Hospital of Ningxia Medical University | General hospital of Ningxia medical university | General hospital of ningxia medical university,unmatched,0,NCT01619085,https://clinicaltrials.gov/study/NCT01619085,,[]
General Hospital of Northern Theater Command,Liaoning,Shenyang,43,18,General Hospital of Northern Theater Command,unmatched,0,NCT03431142,https://clinicaltrials.gov/study/NCT03431142,,[]
Guangzhou Women and Children's Medical Center,Guangdong,Guangzhou,43,18,Guangzhou Women and Children's Medical Center | Guangzhou Women And Children's Medical Center | Guangzhou women and children's medical center | Guangzhou women and Children's Medical Center,unmatched,0,NCT02205580,https://clinicaltrials.gov/study/NCT02205580,,[]
Mengchao Hepatobiliary Hospital of Fujian Medical University,Fujian,Fuzhou,43,12,Mengchao Hepatobiliary Hospital of Fujian Medical University | Mengchao Hepatobiliary Hospital Of Fujian Medical University | Meng Chao Hepatobiliary Hospital of Fujian Medical University | MengChao Hepatobiliary Hospital of Fujian Medical University | Mengchao Hepatobiliary Hospital OF Fujian Medical University | Mengchao hepatobiliary Hospital of FuJian Medical university,unmatched,0,NCT03403569,https://clinicaltrials.gov/study/NCT03403569,,[]
The Central Hospital of Wuhan,Hubei,Wuhan,43,16,The Central Hospital of Wuhan | The Central Hospital Of WUHAN | The Central Hospital Of WuHan | The Central Hospital Of Wuhan | The central Hospital of Wuhan | The central Hospital of wuhan | The central hospital of Wuhan | the Central Hospital of Wuhan,unmatched,0,NCT01677208,https://clinicaltrials.gov/study/NCT01677208,,[]
The First Affiliated Hospital of Guangxi Medical University,,Nanning,43,22,The First Affiliated Hospital of Guangxi Medical University | The First Affiliated Hospital Of Guangxi Medical University | The first Affiliated Hospital of Guangxi Medical University | The first affiliated hospital of Guangxi Medical University,unmatched,0,NCT01976208,https://clinicaltrials.gov/study/NCT01976208,,[]
The Second Affiliated Hospital of Soochow University,,Suzhou,43,18,The Second Affiliated Hospital of Soochow University,unmatched,0,NCT00413413,https://clinicaltrials.gov/study/NCT00413413,,[]
The Second Hospital of Tianjin Medical University,Tianjin Municipality,Tianjin,43,19,The Second Hospital of Tianjin Medical University | The Second Hospital Of Tianjin Medical University,unmatched,0,NCT00829660,https://clinicaltrials.gov/study/NCT00829660,,[]
Xinhua Hospital Affiliated to Shanghai Jiao Tong University School of Medicine,,Shanghai,43,12,Xinhua Hospital Affiliated to Shanghai Jiao Tong University School of Medicine | Xinhua Hospital Affiliated to Shanghai Jiaotong University School of Medicine | Xin Hua Hospital Affiliated to Shanghai Jiao Tong University School of Medicine | Xinhua Hospital Affiliated to Shanghai JiaoTong University School of Medicine | Xinhua Hospital Affiliated To Shanghai Jiao Tong University School Of Medicine | Xinhua Hospital Affiliated To Shanghai Jiaotong University School of Medicine | XinHua Hospital Affiliated to Shanghai Jiao Tong University School of Medicine | Xinhua Hospital Affiliated to Shanghai Jiao Tong University School Of Medicine | Xinhua Hospital affiliated to Shanghai Jiao Tong University School of Medicine | Xinhua Hospital Affiliated to Shanghai Jiaotong University School Of Medicine,unmatched,0,NCT00069121,https://clinicaltrials.gov/study/NCT00069121,,[]
Affiliated Hospital of North Sichuan Medical College,Sichuan,Nanchong,42,19,Affiliated Hospital of North Sichuan Medical College | Affiliated Hospital Of North Sichuan Medical College | Affiliated Hospital of North SIchuan Medical College | Affiliated Hospital of North sichuan Medical college | Afﬁliated Hospital of North Sichuan Medical College,unmatched,0,NCT00548223,https://clinicaltrials.gov/study/NCT00548223,,[]
Anyang Tumor Hospital,Henan,An'yang,42,26,Anyang Tumor Hospital | AnYang Tumor Hospital | An Yang Tumor Hospital | Anyang tumor hospital,unmatched,0,NCT02972372,https://clinicaltrials.gov/study/NCT02972372,,[]
Chengdu Second People's Hospital,Sichuan,Chengdu,42,8,Chengdu Second People's Hospital | Chengdu Second Peoples Hospital | Chengdu second people's hospital | Chengdu Second People 's Hospital | ChengDu Second People's Hospital | Chengdu Second People'S Hospital,unmatched,0,NCT00829660,https://clinicaltrials.gov/study/NCT00829660,,[]
Jingzhou Central Hospital,Hubei,Jingzhou,42,17,Jingzhou Central Hospital,unmatched,0,NCT01612260,https://clinicaltrials.gov/study/NCT01612260,,[]
Liaoning Cancer Hospital & Institute,,Shenyang,42,10,Liaoning Cancer Hospital & Institute | Liaoning cancer Hospital & Institute | Liaoning Cancer Hospital & institute | Liaoning Cancer Hospital& Institute | Liaoning cancer hospital& Institute | LiaoNing Cancer Hospital&Institute | Liaoning Cancer Hospital&Institute,unmatched,0,NCT01683175,https://clinicaltrials.gov/study/NCT01683175,,[]
Renji Hospital Affiliated to Shanghai Jiaotong University School of Medicine,Shanghai Municipality,Shanghai,42,16,Renji Hospital Affiliated to Shanghai Jiaotong University School of Medicine | Renji Hospital Affiliated to Shanghai Jiao Tong University School of Medicine | Renji Hospital affiliated to Shanghai Jiaotong University School of Medicine | Ren Ji Hospital Affiliated to Shanghai JiaoTong University School of Medicine | Renji Hospital Affiliated to Shanghai JIAO TONG University school of medicine | Renji Hospital affiliated to Shanghai Jiao Tong University School of Medicine,unmatched,0,NCT01560624,https://clinicaltrials.gov/study/NCT01560624,,[]
Shanghai Tenth People's Hospital,,Shanghai,42,19,Shanghai Tenth People's Hospital | Shanghai Tenth People 's Hospital | Shanghai Tenth People's hospital | Shanghai Tenth people's Hospital | Shanghai tenth people's hospital,unmatched,0,NCT01190657,https://clinicaltrials.gov/study/NCT01190657,,[]
The First People's Hospital of Yunnan Province,Yun'nan,Kunming,42,14,The First People's Hospital of Yunnan Province | The First People's Hospital Of Yunnan Province | The first people's hospital of yunnan province | the First People's Hospital of Yunnan Province | The First Peoples Hospital of Yunnan Province,unmatched,0,NCT00829660,https://clinicaltrials.gov/study/NCT00829660,,[]
The Second Affiliated Hospital of Wenzhou Medical University,Zhejiang,Wenzhou,42,19,"The Second Affiliated Hospital of Wenzhou Medical University | the Second Affiliated Hospital of Wenzhou Medical University | The Second Affiliated Hospital of Wenzhou Medical University, | The Second AffIliated Hospital of Wenzhou Medical University | The second affiliated hospital of wenzhou medical university",unmatched,0,NCT02099721,https://clinicaltrials.gov/study/NCT02099721,,[]
The Third Affiliated Hospital of Zhejiang Chinese Medical University,Zhejiang,Hangzhou,42,22,The Third Affiliated Hospital of Zhejiang Chinese Medical University | the Third Affiliated Hospital of Zhejiang Chinese Medical University | the Third affiliated hospital of Zhejiang Chinese Medical university | The Third Affiliated hospital of Zhejiang Chinese Medical University | The Third Affiliated Hospital of Zhejiang Chinese Medical university | The Third Aﬃliated Hospital of Zhejiang Chinese Medical University,unmatched,0,NCT03580317,https://clinicaltrials.gov/study/NCT03580317,,[]
Beijing Anzhen Hospital,,Beijing,41,16,Beijing Anzhen Hospital | Beijing AnZhen Hospital | Beijing ANZHEN Hospital | Beijing An Zhen Hospital,unmatched,0,NCT00148460,https://clinicaltrials.gov/study/NCT00148460,,[]
"Beijing Children's Hospital, Capital Medical University",,Beijing,41,16,"Beijing Children's Hospital, Capital Medical University | Beijing Children's Hospital Capital Medical University | Beijing Children's Hospital,Capital Medical University | Beijing Children's hospital, Capital Medical University | Beijing Children's Hospital. Capital Medical University | Beijing Childrens Hospital Capital Medical University",unmatched,0,NCT02650401,https://clinicaltrials.gov/study/NCT02650401,,[]
Nanjing First Hospital,,Nanjing,41,18,Nanjing First Hospital | Nan Jing First Hospital,unmatched,0,NCT00463294,https://clinicaltrials.gov/study/NCT00463294,,[]
Shanghai First People's Hospital,,Shanghai,41,11,Shanghai First People's Hospital | Shanghai First People's HOSPITAL | Shanghai First People's hospital,unmatched,0,NCT00567190,https://clinicaltrials.gov/study/NCT00567190,,[]
The First Affiliated Hospital of Ningbo University,,Ningbo,41,25,The First Affiliated Hospital of Ningbo University | The first affiliated hospital of Ningbo university | The First Affiliated Hospital Of Ningbo University | The first affiliated Hospital of Ningbo University,unmatched,0,NCT04108208,https://clinicaltrials.gov/study/NCT04108208,,[]
The First Affiliated Hospital of University of Science and Technology of China,Anhui,Hefei,41,16,The First Affiliated Hospital of University of Science and Technology of China | the First Affiliated Hospital of University of Science and Technology of China,unmatched,0,NCT03809273,https://clinicaltrials.gov/study/NCT03809273,,[]
Yunnan Cancer Hospital,,Kunming,41,18,Yunnan Cancer Hospital,unmatched,0,NCT02914158,https://clinicaltrials.gov/study/NCT02914158,,[]
Institute of Hematology & Blood Diseases Hospital,,Tianjin,40,19,Institute of Hematology & Blood Diseases Hospital,unmatched,0,NCT02937662,https://clinicaltrials.gov/study/NCT02937662,,[]
Qinghai University Affiliated Hospital,Qinghai,Xining,40,21,Qinghai University Affiliated Hospital | Qinghai university affiliated hospital | Qinghai University affiliated hospital,unmatched,0,NCT02845986,https://clinicaltrials.gov/study/NCT02845986,,[]
The First Affiliated Hospital of Wannan Medical College,Anhui,Wuhu,40,13,The First Affiliated Hospital of Wannan Medical College | The First Affiliated Hospital Of Wannan Medical College | The first affiliated Hospital of Wannan Medical College | The first affiliated hospital of Wannan Medical College | The first affiliated hospital of wannan medical college,unmatched,0,NCT02275182,https://clinicaltrials.gov/study/NCT02275182,,[]
The Second Hospital of Hebei Medical University,,Shijia Zhuang,40,17,The Second Hospital of Hebei Medical University | The second hospital of Hebei medical university | the Second Hospital of Hebei Medical University,unmatched,0,NCT01976208,https://clinicaltrials.gov/study/NCT01976208,,[]
The Second Hospital of Shanxi Medical University,Shanxi,Taiyuan,40,9,The Second Hospital of Shanxi Medical University | The second hospital of Shanxi Medical University | The second hospital of shanxi medical university | the Second Hospital of Shanxi Medical University,unmatched,0,NCT01176565,https://clinicaltrials.gov/study/NCT01176565,,[]
Tianjin First Central Hospital,Tianjin Municipality,Tianjin,40,20,Tianjin First Central Hospital | TianJin First Central Hospital,unmatched,0,NCT03753061,https://clinicaltrials.gov/study/NCT03753061,,[]
Chongqing Cancer Hospital,,Chongqing,39,14,Chongqing Cancer Hospital | ChongQing Cancer Hospital,unmatched,0,NCT01844986,https://clinicaltrials.gov/study/NCT01844986,,[]
Hebei General Hospital,Hebei,Shijiazhuang,39,17,Hebei General Hospital | Hebei general hospital,unmatched,0,NCT01918098,https://clinicaltrials.gov/study/NCT01918098,,[]
Hunan Children's Hospital,Hunan,Changsha,39,22,Hunan Children's Hospital | Hunan Children's hospital | Hunan Childrens Hospital,unmatched,0,NCT01652404,https://clinicaltrials.gov/study/NCT01652404,,[]
People's Hospital of Xinjiang Uygur Autonomous Region,Xinjiang,Ürümqi,39,12,People's Hospital of Xinjiang Uygur Autonomous Region | Peoples Hospital of Xinjiang Uygur Autonomous Region | People's Hospital of XinJiang Uygur Autonomous Region,unmatched,0,NCT02779569,https://clinicaltrials.gov/study/NCT02779569,,[]
Prince of Wales Hospital,,Hong Kong,39,4,Prince of Wales Hospital,unmatched,0,NCT00307424,https://clinicaltrials.gov/study/NCT00307424,,[]
Shanghai Xuhui Central Hospital,Shanghai Municipality,Shanghai,39,3,Shanghai Xuhui Central Hospital | Shanghai xuhui central hospital | Shanghai Xu hui Central Hospital,unmatched,0,NCT01955304,https://clinicaltrials.gov/study/NCT01955304,,[]
Shengjing Hospital Affiliated to China Medical University,Liaoning,Shenyang,39,18,Shengjing Hospital Affiliated to China Medical University | Shengjing Hospital affiliated to China Medical University,unmatched,0,NCT02356419,https://clinicaltrials.gov/study/NCT02356419,,[]
The Fifth Affiliated Hospital of Sun Yat-sen University,Guangdong,Zhuhai,39,26,The Fifth Affiliated Hospital of Sun Yat-sen University | The Fifth Affiliated Hospital of Sun Yat-Sen University | The Fifth Affiliated Hospital of Sun Yat sen University | The fifth affiliated hospital of Sun Yat-sen university | The fifth affiliated hospital of sun yat-sen university | the fifth affiliated hospital of Sun yat-sen university,unmatched,0,NCT00829660,https://clinicaltrials.gov/study/NCT00829660,,[]
The People's Hospital of Liaoning Province,Liaoning,Shenyang,39,12,The People's Hospital of Liaoning Province | The Peoples Hospital of Liaoning Province | The People's Hospital Of Liaoning Province | The People's Hospital of Liao Ning Province | The people's hospital of LiaoNing Province,unmatched,0,NCT00829660,https://clinicaltrials.gov/study/NCT00829660,,[]
Zhejiang Hospital,Zhejiang,Hangzhou,39,12,Zhejiang Hospital | Zhe Jiang Hospital | ZheJiang Hospital,unmatched,0,NCT00829660,https://clinicaltrials.gov/study/NCT00829660,,[]
Baotou Central Hospital,Inner Mongolia,Baotou,38,10,Baotou Central Hospital | Bao Tou Central Hospital | Baotou CentralHospital,unmatched,0,NCT00829660,https://clinicaltrials.gov/study/NCT00829660,,[]
Luoyang Central Hospital,Henan,Luoyang,38,14,Luoyang Central Hospital | Luo Yang Central Hospital | Luoyang central Hospital,unmatched,0,NCT02894918,https://clinicaltrials.gov/study/NCT02894918,,[]
"Shanghai Ninth People's Hospital, Shanghai Jiaotong University School of Medicine",Shanghai Municipality,Shanghai,38,19,"Shanghai Ninth People's Hospital, Shanghai Jiaotong University School of Medicine | Shanghai Ninth People's Hospital, Shanghai Jiao Tong University School of Medicine | Shanghai Ninth People's Hospital, Shanghai JiaoTong University School of Medicine | Shanghai Ninth People's Hospital,Shanghai Jiaotong University School of Medicine | Shanghai Ninth People's Hospital ，Shanghai JiaoTong University School of Medicine | Shanghai Ninth People's Hospital, Shanghai Jiaotong University School Of Medicine | Shanghai Ninth People's Hospital,Shanghai Jiao Tong University School of Medicine | Shanghai Ninth People's Hospital,Shanghai JiaoTong University school of Medicine",unmatched,0,NCT03007160,https://clinicaltrials.gov/study/NCT03007160,,[]
Shanghai Ruijin Hospital,Shanghai Municipality,Shanghai,38,14,Shanghai Ruijin Hospital | Shanghai Rui Jin Hospital,unmatched,0,NCT00649298,https://clinicaltrials.gov/study/NCT00649298,,[]
