canonical_reported_name,province_reported,city_reported,trial_count,active_trial_count,name_variants,resolution_status,candidate_count,first_trial_id,source_url,review_reason,candidates_json
Women's Hospital School of Medicine Zhejiang University,Zhejiang,Hangzhou,38,17,"Women's Hospital School of Medicine Zhejiang University | Women's Hospital School Of Medicine Zhejiang University | Women's Hospital, School of Medicine, Zhejiang University | Women's hospital, school of medicine, Zhejiang university | Women's hospital, school of medicine, zhejiang university | Women's hospital School of Medicine Zhejiang University | Women's hospital school of medicine Zhejiang University | Women's hospital school of medicine zhejiang university",unmatched,0,NCT00654524,https://clinicaltrials.gov/study/NCT00654524,,[]
Wuhan Union Hospital,,Wuhan,38,8,Wuhan Union Hospital | WuhanUnionHospital,unmatched,0,NCT00412893,https://clinicaltrials.gov/study/NCT00412893,,[]
Affiliated Zhongshan Hospital of Dalian University,Liaoning,Dalian,37,14,Affiliated Zhongshan Hospital of Dalian University | Affiliated Zhongshan Hospital Of Dalian University | Affiliated Zhongshan Hospital Of Dalian university | Affiliated Zhongshan Hospital Of dalian University | Affiliated Zhongshan hospital of Dalian university,unmatched,0,NCT00786136,https://clinicaltrials.gov/study/NCT00786136,,[]
Anyang Cancer Hospital,He'nan,Anyang,37,20,Anyang Cancer Hospital | Anyang cancer hospital | ANYANG Cancer Hospital | AnYang Cancer Hospital,unmatched,0,NCT02395705,https://clinicaltrials.gov/study/NCT02395705,,[]
Fourth Hospital of Hebei Medical University,Hebei,Shijiazhuang,37,19,"Fourth Hospital of Hebei Medical University | Fourth hospital of hebei medical university | Fourth Hospital of Hebei Medical University, | Fourth Hospital Of Hebei Medical University",unmatched,0,NCT01176916,https://clinicaltrials.gov/study/NCT01176916,,[]
Guangdong Provincial Hospital of Traditional Chinese Medicine,Guangdong,Guangzhou,37,16,Guangdong Provincial Hospital of Traditional Chinese Medicine | Guangdong Provincial Hospital of traditional Chinese Medicine,unmatched,0,NCT01642771,https://clinicaltrials.gov/study/NCT01642771,,[]
"Institute of Hematology and Blood Diseases Hospital, Chinese Academy of Medical Sciences",Tianjin Municipality,Tianjin,37,18,"Institute of Hematology and Blood Diseases Hospital, Chinese Academy of Medical Sciences | Institute of Hematology and Blood Diseases Hospital Chinese Academy of Medical Sciences | Institute of Hematology and Blood Diseases Hospital ,Chinese Academy of Medical Sciences",unmatched,0,NCT02649790,https://clinicaltrials.gov/study/NCT02649790,,[]
Lishui Central Hospital,Zhejiang,Lishui,37,20,Lishui Central Hospital | Lishui central hospital,unmatched,0,NCT02441556,https://clinicaltrials.gov/study/NCT02441556,,[]
Renji Hospital,,Shanghai,37,15,Renji Hospital | RenJi Hospital | Ren Ji Hospital | RenJi hospital | Renji hospital,unmatched,0,NCT00565396,https://clinicaltrials.gov/study/NCT00565396,,[]
The Second Affiliated Hospital of Dalian Medical University,Liaoning,Dalian,37,18,The Second Affiliated Hospital of Dalian Medical University | The second affiliated hospital of dalian medical university | the Second Affiliated Hospital of Dalian Medical University | The second Affiliated hospital of dalian medical university | The second affiliated hospital of Dalian Medical university | the second affiliated hospital of Dalian medical university,unmatched,0,NCT01755325,https://clinicaltrials.gov/study/NCT01755325,,[]
Tongji Hospital of Tongji University,Shanghai Municipality,Shanghai,37,19,Tongji Hospital of Tongji University | TongJi Hospital of Tongji University | Tongji Hospital of Tongji university | Tongji Hospital Of Tongji University | Tongji hospital of Tongji University | Tongji hospital of Tongji university,unmatched,0,NCT00629161,https://clinicaltrials.gov/study/NCT00629161,,[]
Yuncheng Central Hospital,Shanxi,Yuncheng,37,11,Yuncheng Central Hospital | Yuncheng Central hospital,unmatched,0,NCT03261375,https://clinicaltrials.gov/study/NCT03261375,,[]
"2nd Affiliated Hospital, School of Medicine, Zhejiang University, China",Zhejiang,Hangzhou,36,19,"2nd Affiliated Hospital, School of Medicine, Zhejiang University, China | 2 nd Affiliated Hospital, School of Medicine, Zhejiang University, China | 2ndAffiliated Hospital, School of Medicine, Zhejiang University, China",unmatched,0,NCT03949114,https://clinicaltrials.gov/study/NCT03949114,,[]
"Beijing Chest Hospital, Capital Medical University",,Beijing,36,10,"Beijing Chest Hospital, Capital Medical University | Beijing Chest hospital, Capital medical university | Beijing Chest Hospital，Capital Medical University | Beijing Chest Hospital. Capital Medical University | Beijing Chest Hospital,Capital Medical University | Beijing Chest Hospital, Capital medical university | Beijing chest hospital,Capital medical university",unmatched,0,NCT01639001,https://clinicaltrials.gov/study/NCT01639001,,[]
"Beijing Luhe Hospital, Capital Medical University",Beijing Municipality,Beijing,36,7,"Beijing Luhe Hospital, Capital Medical University | Beijing Luhe Hospital Capital Medical University | Beijing Luhe Hospital,Capital Medical University | Beijing LuHe Hospital, Capital Medical University | Beijing Luhe Hospital.Capital Medical University | Beijing Lu He Hospital ,Capital Medical University | Beijing Luhe hospital, Capital Medical University | Beijing LuHe Hospital Capital Medical University | Beijing luhe hospital capital medical university",unmatched,0,NCT02913118,https://clinicaltrials.gov/study/NCT02913118,,[]
Cancer Hospital of Shandong First Medical University,Shandong,Jinan,36,30,Cancer Hospital of Shandong First Medical University | Cancer Hospital of Shan dong First Medical University | Cancer Hospital of Shandong First Medical university | Cancer hospital of Shandong First Medical University,unmatched,0,NCT05112965,https://clinicaltrials.gov/study/NCT05112965,,[]
Chongqing University Three Gorges Hospital,Chongqing Municipality,Chongqing,36,10,Chongqing University Three Gorges Hospital | Chongqing University Three gorges Hospital,unmatched,0,NCT04109547,https://clinicaltrials.gov/study/NCT04109547,,[]
"Fuwai Hospital, Chinese Academy of Medical Sciences",Beijing Municipality,Beijing,36,17,"Fuwai Hospital, Chinese Academy of Medical Sciences | Fuwai Hospital Chinese Academy of Medical Sciences | Fuwai Hospital,Chinese Academy of Medical Sciences | Fu Wai Hospital, Chinese Academy of Medical Sciences | FuWai Hospital , Chinese Academy of Medical Sciences | Fuwai hospital, Chinese Academy of Medical Sciences",unmatched,0,NCT01573143,https://clinicaltrials.gov/study/NCT01573143,,[]
"Nanjing Drum Tower Hospital, the Affiliated Hospital of Nanjing University Medical School",,Nanjing,36,11,"Nanjing Drum Tower Hospital, the Affiliated Hospital of Nanjing University Medical School | Nanjing Drum Tower Hospital The Affiliated Hospital of Nanjing University Medical School | Nanjing Drum Tower Hospital, The Affiliated Hospital of Nanjing University Medical School | Nanjing Drum Tower Hospital (The Affiliated Hospital of Nanjing University Medical School) | Nanjing Drum Tower Hospital - The Affiliated Hospital of Nanjing University Medical School | Nanjing Drum Tower Hospital ,The Affiliated Hospital of Nanjing University Medical School",unmatched,0,NCT02928406,https://clinicaltrials.gov/study/NCT02928406,,[]
Peking University Shenzhen Hospital,,Shenzhen,36,16,Peking University Shenzhen Hospital | Peking university shenzhen hospital,unmatched,0,NCT01153958,https://clinicaltrials.gov/study/NCT01153958,,[]
Qingdao Central Hospital,Shandong,Qingdao,36,21,Qingdao Central Hospital | Qingdao central Hospital,unmatched,0,NCT01917877,https://clinicaltrials.gov/study/NCT01917877,,[]
Second Affiliated Hospital of Zhejiang University School of Medicine,Zhejiang,Hangzhou,36,22,"Second Affiliated Hospital of Zhejiang University School of Medicine | Second Affiliated Hospital of Zhejiang University, School of Medicine | Second Affiliated Hospital Of Zhejiang University School of Medicine | Second Affiliated Hospitalof Zhejiang University School of Medicine | Second Affiliated hospital of Zhejiang university School of medicine",unmatched,0,NCT02179489,https://clinicaltrials.gov/study/NCT02179489,,[]
Shanghai Ninth People's Hospital,,Shanghai,36,11,Shanghai Ninth People's Hospital | Shanghai ninth people's hospital | Shanghai Ninth Peoples Hospital | Shanghai NinthPeoples' Hospital | Shanghai Ninth People'S Hospital | Shanghai Ninth Peoples' Hospital,unmatched,0,NCT01856478,https://clinicaltrials.gov/study/NCT01856478,,[]
The First Affiliated Hospital of Shandong First Medical University,Shandong,Jinan,36,17,The First Affiliated Hospital of Shandong First Medical University | The First affiliated hospital of Shandong First Medical University | The first affiliated hospital of Shandong First Medical University | the first affiliated hospital of Shandong First Medical University,unmatched,0,NCT04497376,https://clinicaltrials.gov/study/NCT04497376,,[]
The First Hospital of Jiaxing,Zhejiang,Jiaxing,36,13,The First Hospital of Jiaxing | The first hospital of Jiaxing | The First Hospital Of Jiaxing | the First Hospital of Jiaxing,unmatched,0,NCT03721744,https://clinicaltrials.gov/study/NCT03721744,,[]
The Fourth Affiliated Hospital of Harbin Medical University,Heilongjiang,Harbin,36,2,The Fourth Affiliated Hospital of Harbin Medical University | The fourth affiliated hospital of Harbin medical university | the Fourth Affiliated Hospital of Harbin Medical University,unmatched,0,NCT00786136,https://clinicaltrials.gov/study/NCT00786136,,[]
The Second Affiliated Hospital of Chongqing Medical University,,Chongqing,36,8,The Second Affiliated Hospital of Chongqing Medical University | The second affiliated hospital of Chongqing medical university | The second affiliated hospital of chongqing medical university,unmatched,0,NCT01190657,https://clinicaltrials.gov/study/NCT01190657,,[]
Xiangya Hospital of Central South University,,Changsha,36,15,Xiangya Hospital of Central South University | Xiangya Hospital of Central- South University | Xiangya Hospital Of Central South University,unmatched,0,NCT01593410,https://clinicaltrials.gov/study/NCT01593410,,[]
Yuebei People's Hospital,Guangdong,Shaoguan,36,15,Yuebei People's Hospital | Yue Bei People's Hospital | YUE-BEI people's hospital | Yue Bei People'S Hospital | Yue bei people's hospital | Yuebei Peoples Hospital,unmatched,0,NCT01795027,https://clinicaltrials.gov/study/NCT01795027,,[]
Changzhou No.2 People's Hospital,Jiangsu,Changzhou,35,9,Changzhou No.2 People's Hospital | Changzhou NO.2 People's Hospital | ChangZhou No.2 People's Hospital,unmatched,0,NCT01176916,https://clinicaltrials.gov/study/NCT01176916,,[]
Gansu Provincial Cancer Hospital,Gansu,Lanzhou,35,18,Gansu Provincial Cancer Hospital | Gansu provincial cancer hospital,unmatched,0,NCT04234607,https://clinicaltrials.gov/study/NCT04234607,,[]
Gansu Provincial Hospital,Gansu,Lanzhou,35,16,Gansu Provincial Hospital,unmatched,0,NCT01970059,https://clinicaltrials.gov/study/NCT01970059,,[]
"Institute of Hematology & Blood Diseases Hospital, Chinese Academy of Medical Sciences",Tianjin Municipality,Tianjin,35,20,"Institute of Hematology & Blood Diseases Hospital, Chinese Academy of Medical Sciences | Institute of Hematology & Blood Diseases Hospital Chinese Academy of Medical Sciences | Institute of Hematology & Blood Diseases Hospital, Chinese Academy of Medical Sciences , | Institute of Hematology & Blood Diseases Hospital,Chinese Academy of Medical Sciences | Institute of Hematology&Blood Diseases Hospital,Chinese Academy of Medical Sciences",unmatched,0,NCT02203396,https://clinicaltrials.gov/study/NCT02203396,,[]
Nanjing Brain Hospital,Jiangsu,Nanjing,35,11,Nanjing Brain Hospital,unmatched,0,NCT00386711,https://clinicaltrials.gov/study/NCT00386711,,[]
Peking University Shougang Hospital,Beijing Municipality,Beijing,35,7,Peking University Shougang Hospital | Peking University Shougang hospital,unmatched,0,NCT02121717,https://clinicaltrials.gov/study/NCT02121717,,[]
Shanghai Children's Medical Center,,Shanghai,35,11,Shanghai Children's Medical Center | Shanghai Childrens Medical Center | Shanghai Children'S Medical Center | Shanghai Children's medical center | Shanghai Childrens' Medical Center,unmatched,0,NCT02398981,https://clinicaltrials.gov/study/NCT02398981,,[]
Shanghai Skin Disease Hospital,Shanghai Municipality,Shanghai,35,8,Shanghai Skin Disease Hospital,unmatched,0,NCT03264677,https://clinicaltrials.gov/study/NCT03264677,,[]
Sun Yet-sen University Cancer Center,,Guangzhou,35,2,Sun Yet-sen University Cancer Center | Sun Yet-Sen University Cancer Center,unmatched,0,NCT00678392,https://clinicaltrials.gov/study/NCT00678392,,[]
The Affiliated Hospital of Guizhou Medical University,,Guiyang,35,10,The Affiliated Hospital of Guizhou Medical University | The Affiliated Hospital Of GuiZhou Medical University | The Affiliated Hospital Of Guizhou Medical University | The affiliated hospital of Guizhou medical university,unmatched,0,NCT02239120,https://clinicaltrials.gov/study/NCT02239120,,[]
"The First Affiliated Hospital of College of Medicine, Zhejiang University",Zhejiang,Hangzhou,35,5,"The First Affiliated Hospital of College of Medicine, Zhejiang University | The First Affiliated Hospital of College of Medicine Zhejiang University | The First Affiliated Hospital of College of Medicine ，Zhejiang University | The First Affiliated Hospital Of College of Medicine, Zhejiang University | The First affiliated Hospital of College of Medicine, Zhejiang University | The First Affiliated Hospital of College of Medicine,Zhejiang University",unmatched,0,NCT00664846,https://clinicaltrials.gov/study/NCT00664846,,[]
The First Hospital of Hebei Medical University,,Shijia Zhuang,35,10,The First Hospital of Hebei Medical University | The first Hospital of Hebei Medical University | the First Hospital of Hebei Medical University,unmatched,0,NCT01559727,https://clinicaltrials.gov/study/NCT01559727,,[]
The Second Hospital of Jilin University,,Changchun,35,7,The Second Hospital of Jilin University,unmatched,0,NCT01976208,https://clinicaltrials.gov/study/NCT01976208,,[]
West China Hospital,,Chengdu,35,8,West China Hospital | West China hospital | West china Hospital | West china hospital | West-China Hospital,unmatched,0,NCT00805194,https://clinicaltrials.gov/study/NCT00805194,,[]
