hospital_id,official_name,filing_number,alias,normalized_alias,kind,evidence_status,source_url,accessed_at,valid_from,valid_to
cnha-cfdi-42f6d1cbc0a803331b97bbbebb5694ce,武汉市第八医院（武汉市肛肠医院）,药临床机构备字2024000114,武汉市肛肠医院,武汉市肛肠医院,parallel_name,official_source_reviewed,https://beian.cfdi.org.cn/CTMDS/pub/PUB010100.do?method=handle06&curPage=16&pageSize=100,2026-09-05,,
cnha-cfdi-42f6d1cbc0a803331b97bbbebb5694ce,武汉市第八医院（武汉市肛肠医院）,药临床机构备字2024000114,武汉市第八医院,武汉市第八医院,official_variant,official_filing,https://beian.cfdi.org.cn/CTMDS/pub/PUB010100.do?method=handle06&curPage=16&pageSize=100,2026-09-05,,
cnha-cfdi-4334524bc0a8033354020bfe4fd76b68,天津医科大学眼科医院,药临床机构备字2019000034,天津医科大学眼科医院,天津医科大学眼科医院,canonical,official_filing,https://beian.cfdi.org.cn/CTMDS/pub/PUB010100.do?method=handle06&curPage=1&pageSize=100,2026-09-05,,
cnha-cfdi-4334524bc0a8033354020bfe4fd76b68,天津医科大学眼科医院,药临床机构备字2019000034,Tianjin Medical University Eye Hospital,tianjinmedicaluniversityeyehospital,english_name,official_source_reviewed,https://gs.tmu.edu.cn/_upload/article/files/25/92/b1ddeac8440d816796748f7f9544/6b270462-3758-4b0a-85f4-f306c880f31e.pdf,2026-09-05,,
cnha-cfdi-43590d5ac0a8033301de8c5f4f125adb,苍南县人民医院,药临床机构备字2023000185,苍南县人民医院,苍南县人民医院,canonical,official_filing,https://beian.cfdi.org.cn/CTMDS/pub/PUB010100.do?method=handle06&curPage=14&pageSize=100,2026-09-05,,
cnha-cfdi-438db6ecc0a803335eb4bb5750d91949,中山陈星海中西医结合医院,药临床机构备字2023000043,中山陈星海中西医结合医院,中山陈星海中西医结合医院,canonical,official_filing,https://beian.cfdi.org.cn/CTMDS/pub/PUB010100.do?method=handle06&curPage=13&pageSize=100,2026-09-05,,
cnha-cfdi-43cc418cc0a8033367a8cb086d7ff73f,东港市中心医院,药临床机构备字2025000267,东港市中心医院,东港市中心医院,canonical,official_filing,https://beian.cfdi.org.cn/CTMDS/pub/PUB010100.do?method=handle06&curPage=19&pageSize=100,2026-09-05,,
cnha-cfdi-44259fd7c0a80333772e83dcfca7e60f,上海交通大学医学院附属上海儿童医学中心,药临床机构备字2020000636,上海交通大学医学院附属上海儿童医学中心,上海交通大学医学院附属上海儿童医学中心,canonical,official_filing,https://beian.cfdi.org.cn/CTMDS/pub/PUB010100.do?method=handle06&curPage=7&pageSize=100,2026-09-05,,
cnha-cfdi-44259fd7c0a80333772e83dcfca7e60f,上海交通大学医学院附属上海儿童医学中心,药临床机构备字2020000636,上海儿童医学中心,上海儿童医学中心,common_short_name,official_source_reviewed,https://www.shsmu.edu.cn/qnxzforum/info/1294/1565.htm,2026-09-05,,
cnha-cfdi-443b6fddc0a803334e068a5722e251fc,贵州省人民医院,药临床机构备字2020000852,贵州省人民医院,贵州省人民医院,canonical,official_filing,https://beian.cfdi.org.cn/CTMDS/pub/PUB010100.do?method=handle06&curPage=9&pageSize=100,2026-09-05,,
cnha-cfdi-443f1fd0c0a80333211de6423e8c7899,合肥京东方医院,药临床机构备字2022000108,合肥京东方医院,合肥京东方医院,canonical,official_filing,https://beian.cfdi.org.cn/CTMDS/pub/PUB010100.do?method=handle06&curPage=12&pageSize=100,2026-09-05,,
cnha-cfdi-44428bfbc0a803333b8c9033927a9589,上海市普陀区中心医院,药临床机构备字2020000407,上海市普陀区中心医院,上海市普陀区中心医院,canonical,official_filing,https://beian.cfdi.org.cn/CTMDS/pub/PUB010100.do?method=handle06&curPage=5&pageSize=100,2026-09-05,,
cnha-cfdi-4444e6f9c0a80333690871be04ab6545,成都市第三人民医院,药临床机构备字2020000545,成都市第三人民医院,成都市第三人民医院,canonical,official_filing,https://beian.cfdi.org.cn/CTMDS/pub/PUB010100.do?method=handle06&curPage=6&pageSize=100,2026-09-05,,
cnha-cfdi-44592abbc0a803331569d102a45ecb37,玉溪市人民医院,药临床机构备字2022000169,玉溪市人民医院,玉溪市人民医院,canonical,official_filing,https://beian.cfdi.org.cn/CTMDS/pub/PUB010100.do?method=handle06&curPage=13&pageSize=100,2026-09-05,,
cnha-cfdi-4466b767c0a80333139d3c7f996f42fe,太仓市第一人民医院,药临床机构备字2021000142,太仓市第一人民医院,太仓市第一人民医院,canonical,official_filing,https://beian.cfdi.org.cn/CTMDS/pub/PUB010100.do?method=handle06&curPage=11&pageSize=100,2026-09-05,,
cnha-cfdi-447c2c0fc0a8033306e7455935ce5d05,首都医科大学附属北京潞河医院,药临床机构备字2020000015,首都医科大学附属北京潞河医院,首都医科大学附属北京潞河医院,canonical,official_filing,https://beian.cfdi.org.cn/CTMDS/pub/PUB010100.do?method=handle06&curPage=1&pageSize=100,2026-09-05,,
cnha-cfdi-447fd5d6c0a803330cf4936394ea4541,常德市第一中医医院,药临床机构备字2024000177,常德市第一中医医院,常德市第一中医医院,canonical,official_filing,https://beian.cfdi.org.cn/CTMDS/pub/PUB010100.do?method=handle06&curPage=16&pageSize=100,2026-09-05,,
cnha-cfdi-4488f24dc0a803331e38ecdb409bd521,湖北省中医院,药临床机构备字2020000641,湖北省中医院,湖北省中医院,canonical,official_filing,https://beian.cfdi.org.cn/CTMDS/pub/PUB010100.do?method=handle06&curPage=7&pageSize=100,2026-09-05,,
cnha-cfdi-448dcc59c0a80333001db6167761a323,鹤岗市人民医院,药临床机构备字2024000121,鹤岗市人民医院,鹤岗市人民医院,canonical,official_filing,https://beian.cfdi.org.cn/CTMDS/pub/PUB010100.do?method=handle06&curPage=16&pageSize=100,2026-09-05,,
cnha-cfdi-449b0220c0a8033372b9fb9aa4702b3b,唐山市妇幼保健院药物临床试验机构,药临床机构备字2020000786,唐山市妇幼保健院药物临床试验机构,唐山市妇幼保健院药物临床试验机构,canonical,official_filing,https://beian.cfdi.org.cn/CTMDS/pub/PUB010100.do?method=handle06&curPage=8&pageSize=100,2026-09-05,,
cnha-cfdi-44abac43c0a803331d117cf914883f29,北京裕和中西医结合康复医院,药临床机构备字2020000195,北京裕和中西医结合康复医院,北京裕和中西医结合康复医院,canonical,official_filing,https://beian.cfdi.org.cn/CTMDS/pub/PUB010100.do?method=handle06&curPage=3&pageSize=100,2026-09-05,,
cnha-cfdi-44ae55bcc0a803332b226a30ae24efc3,天津市滨海新区中医医院,药临床机构备字2023000024,天津市滨海新区中医医院,天津市滨海新区中医医院,canonical,official_filing,https://beian.cfdi.org.cn/CTMDS/pub/PUB010100.do?method=handle06&curPage=13&pageSize=100,2026-09-05,,
cnha-cfdi-44db4bffc0a8033313e33b5544492482,承德医学院附属医院,药临床机构备字2020000811,承德医学院附属医院,承德医学院附属医院,canonical,official_filing,https://beian.cfdi.org.cn/CTMDS/pub/PUB010100.do?method=handle06&curPage=9&pageSize=100,2026-09-05,,
cnha-cfdi-44ebe5c4c0a803336bc8983c0c7855fd,长沙市妇幼保健院（长沙市妇幼保健计划生育服务中心）,药临床机构备字2021000125,长沙市妇幼保健院（长沙市妇幼保健计划生育服务中心）,长沙市妇幼保健院长沙市妇幼保健计划生育服务中心,canonical,official_filing,https://beian.cfdi.org.cn/CTMDS/pub/PUB010100.do?method=handle06&curPage=11&pageSize=100,2026-09-05,,
cnha-cfdi-44ebe5c4c0a803336bc8983c0c7855fd,长沙市妇幼保健院（长沙市妇幼保健计划生育服务中心）,药临床机构备字2021000125,长沙市妇幼保健院,长沙市妇幼保健院,official_variant,official_filing,https://beian.cfdi.org.cn/CTMDS/pub/PUB010100.do?method=handle06&curPage=11&pageSize=100,2026-09-05,,
cnha-cfdi-44fc0df6c0a8033368c7c77a567e228c,河北医科大学第一医院,药临床机构备字2020000553,河北医科大学第一医院,河北医科大学第一医院,canonical,official_filing,https://beian.cfdi.org.cn/CTMDS/pub/PUB010100.do?method=handle06&curPage=6&pageSize=100,2026-09-05,,
cnha-cfdi-4513d0e5c0a80333752f89bce81d221b,天津市安定医院,药临床机构备字2020000531,天津市安定医院,天津市安定医院,canonical,official_filing,https://beian.cfdi.org.cn/CTMDS/pub/PUB010100.do?method=handle06&curPage=6&pageSize=100,2026-09-05,,
cnha-cfdi-45273057c0a8033311d9bd9bdf84f629,阜新市中心医院,药临床机构备字2025000213,阜新市中心医院,阜新市中心医院,canonical,official_filing,https://beian.cfdi.org.cn/CTMDS/pub/PUB010100.do?method=handle06&curPage=19&pageSize=100,2026-09-05,,
cnha-cfdi-452f5f98c0a8033340d50c8144ea9e5a,张家港市第一人民医院,药临床机构备字2021000108,张家港市第一人民医院,张家港市第一人民医院,canonical,official_filing,https://beian.cfdi.org.cn/CTMDS/pub/PUB010100.do?method=handle06&curPage=11&pageSize=100,2026-09-05,,
cnha-cfdi-4537f17ec0a80333775f8a2b1ce3cdb4,成都市温江区人民医院,药临床机构备字2020000570,成都市温江区人民医院,成都市温江区人民医院,canonical,official_filing,https://beian.cfdi.org.cn/CTMDS/pub/PUB010100.do?method=handle06&curPage=7&pageSize=100,2026-09-05,,
cnha-cfdi-45701108c0a803333fcad2d9fc1a5d9d,上海交通大学医学院附属瑞金医院卢湾分院,药临床机构备字2020000771,上海交通大学医学院附属瑞金医院卢湾分院,上海交通大学医学院附属瑞金医院卢湾分院,canonical,official_filing,https://beian.cfdi.org.cn/CTMDS/pub/PUB010100.do?method=handle06&curPage=8&pageSize=100,2026-09-05,,
cnha-cfdi-4578cdf3c0a8033313608a97dcdf006a,南京鼓楼医院集团宿迁医院有限公司,药临床机构备字2025000104,南京鼓楼医院集团宿迁医院有限公司,南京鼓楼医院集团宿迁医院有限公司,canonical,official_filing,https://beian.cfdi.org.cn/CTMDS/pub/PUB010100.do?method=handle06&curPage=18&pageSize=100,2026-09-05,,
cnha-cfdi-457d3074c0a803337afe970b0162febf,太仓市中医医院,药临床机构备字2023000173,太仓市中医医院,太仓市中医医院,canonical,official_filing,https://beian.cfdi.org.cn/CTMDS/pub/PUB010100.do?method=handle06&curPage=14&pageSize=100,2026-09-05,,
cnha-cfdi-458e8225c0a803335ec2506c0d2b3ce8,常州市第二人民医院,药临床机构备字2020000826,常州市第二人民医院,常州市第二人民医院,canonical,official_filing,https://beian.cfdi.org.cn/CTMDS/pub/PUB010100.do?method=handle06&curPage=9&pageSize=100,2026-09-05,,
cnha-cfdi-45b1d8a5c0a80333601d556a0597d2c4,佛山市第一人民医院（南方科技大学附属佛山医院）,药临床机构备字2020000380,佛山市第一人民医院（南方科技大学附属佛山医院）,佛山市第一人民医院南方科技大学附属佛山医院,canonical,official_filing,https://beian.cfdi.org.cn/CTMDS/pub/PUB010100.do?method=handle06&curPage=5&pageSize=100,2026-09-05,,
cnha-cfdi-45b1d8a5c0a80333601d556a0597d2c4,佛山市第一人民医院（南方科技大学附属佛山医院）,药临床机构备字2020000380,南方科技大学附属佛山医院,南方科技大学附属佛山医院,parallel_name,official_source_reviewed,https://beian.cfdi.org.cn/CTMDS/pub/PUB010100.do?method=handle06&curPage=5&pageSize=100,2026-09-05,,
cnha-cfdi-45b1d8a5c0a80333601d556a0597d2c4,佛山市第一人民医院（南方科技大学附属佛山医院）,药临床机构备字2020000380,佛山市第一人民医院,佛山市第一人民医院,official_variant,official_filing,https://beian.cfdi.org.cn/CTMDS/pub/PUB010100.do?method=handle06&curPage=5&pageSize=100,2026-09-05,,
cnha-cfdi-45cd4703c0a80333457d40fe69e78abb,湖南省疾病预防控制中心,药临床机构备字2020000059,湖南省疾病预防控制中心,湖南省疾病预防控制中心,canonical,official_filing,https://beian.cfdi.org.cn/CTMDS/pub/PUB010100.do?method=handle06&curPage=2&pageSize=100,2026-09-05,,
cnha-cfdi-45e31950c0a80333157eaf9ead1b853b,北京大学深圳医院,药临床机构备字2020000078,北京大学深圳医院,北京大学深圳医院,canonical,official_filing,https://beian.cfdi.org.cn/CTMDS/pub/PUB010100.do?method=handle06&curPage=2&pageSize=100,2026-09-05,,
cnha-cfdi-45f00527c0a80333591de54480937c58,黔东南苗族侗族自治州人民医院国家药物临床试验机构,药临床机构备字2026000113,黔东南苗族侗族自治州人民医院国家药物临床试验机构,黔东南苗族侗族自治州人民医院国家药物临床试验机构,canonical,official_filing,https://beian.cfdi.org.cn/CTMDS/pub/PUB010100.do?method=handle06&curPage=20&pageSize=100,2026-09-05,,
cnha-cfdi-461732acc0a80333770111276d66a989,攸县人民医院药物临床试验机构,药临床机构备字2026000090,攸县人民医院药物临床试验机构,攸县人民医院药物临床试验机构,canonical,official_filing,https://beian.cfdi.org.cn/CTMDS/pub/PUB010100.do?method=handle06&curPage=20&pageSize=100,2026-09-05,,
cnha-cfdi-4624f611c0a803337ff1403330c67888,溧阳市人民医院,药临床机构备字2024000172,溧阳市人民医院,溧阳市人民医院,canonical,official_filing,https://beian.cfdi.org.cn/CTMDS/pub/PUB010100.do?method=handle06&curPage=16&pageSize=100,2026-09-05,,
cnha-cfdi-463cad32c0a803332047f232ffba1a0a,伊犁哈萨克自治州新华医院,药临床机构备字2026000146,伊犁哈萨克自治州新华医院,伊犁哈萨克自治州新华医院,canonical,official_filing,https://beian.cfdi.org.cn/CTMDS/pub/PUB010100.do?method=handle06&curPage=21&pageSize=100,2026-09-05,,
cnha-cfdi-464b547ac0a8033331338d0e08e74859,川北医学院附属医院,药临床机构备字2020000762,川北医学院附属医院,川北医学院附属医院,canonical,official_filing,https://beian.cfdi.org.cn/CTMDS/pub/PUB010100.do?method=handle06&curPage=8&pageSize=100,2026-09-05,,
cnha-cfdi-466f73d0c0a8033355276a941cb00839,广西医科大学附属肿瘤医院/广西壮族自治区肿瘤医院,药临床机构备字2020000714,广西医科大学附属肿瘤医院/广西壮族自治区肿瘤医院,广西医科大学附属肿瘤医院广西壮族自治区肿瘤医院,canonical,official_filing,https://beian.cfdi.org.cn/CTMDS/pub/PUB010100.do?method=handle06&curPage=8&pageSize=100,2026-09-05,,
cnha-cfdi-467052a9c0a8033359926237e1bbf1e2,湘潭县人民医院,药临床机构备字2022000091,湘潭县人民医院,湘潭县人民医院,canonical,official_filing,https://beian.cfdi.org.cn/CTMDS/pub/PUB010100.do?method=handle06&curPage=12&pageSize=100,2026-09-05,,
cnha-cfdi-467afb5ac0a80333632833cc6e53b343,邯郸市第一医院,药临床机构备字2020000830,邯郸市第一医院,邯郸市第一医院,canonical,official_filing,https://beian.cfdi.org.cn/CTMDS/pub/PUB010100.do?method=handle06&curPage=9&pageSize=100,2026-09-05,,
cnha-cfdi-4686b560c0a8033305d22575a3c0b576,上海市公共卫生临床中心,药临床机构备字2020000053,上海市公共卫生临床中心,上海市公共卫生临床中心,canonical,official_filing,https://beian.cfdi.org.cn/CTMDS/pub/PUB010100.do?method=handle06&curPage=2&pageSize=100,2026-09-05,,
cnha-cfdi-4686b560c0a8033305d22575a3c0b576,上海市公共卫生临床中心,药临床机构备字2020000053,Shanghai Public Health Clinical Center,shanghaipublichealthclinicalcenter,english_name,official_source_reviewed,https://shmc.fudan.edu.cn/eng/2094/list.htm,2026-09-05,,
cnha-cfdi-46d088f1c0a803335fddb3aa99f9faeb,南昌市第一医院,药临床机构备字2020000246,南昌市第一医院,南昌市第一医院,canonical,official_filing,https://beian.cfdi.org.cn/CTMDS/pub/PUB010100.do?method=handle06&curPage=4&pageSize=100,2026-09-05,,
cnha-cfdi-46feaab7c0a803332f5422e50ba75d57,洛阳市妇幼保健院,药临床机构备字2021000163,洛阳市妇幼保健院,洛阳市妇幼保健院,canonical,official_filing,https://beian.cfdi.org.cn/CTMDS/pub/PUB010100.do?method=handle06&curPage=11&pageSize=100,2026-09-05,,
cnha-cfdi-47197c41c0a80333363ab11071f07d10,梅州市人民医院（黄塘医院、梅州市医学科学院）,药临床机构备字2020000527,梅州市人民医院（黄塘医院、梅州市医学科学院）,梅州市人民医院黄塘医院、梅州市医学科学院,canonical,official_filing,https://beian.cfdi.org.cn/CTMDS/pub/PUB010100.do?method=handle06&curPage=6&pageSize=100,2026-09-05,,
cnha-cfdi-473fe7d4c0a80333369e1812752d6f58,汕头市中心医院,药临床机构备字2020000444,汕头市中心医院,汕头市中心医院,canonical,official_filing,https://beian.cfdi.org.cn/CTMDS/pub/PUB010100.do?method=handle06&curPage=5&pageSize=100,2026-09-05,,
cnha-cfdi-475484aac0a803330c0d6432322ec816,新疆维吾尔自治区儿童医院,药临床机构备字2025000280,新疆维吾尔自治区儿童医院,新疆维吾尔自治区儿童医院,canonical,official_filing,https://beian.cfdi.org.cn/CTMDS/pub/PUB010100.do?method=handle06&curPage=19&pageSize=100,2026-09-05,,
cnha-cfdi-4754f3d4c0a803331cd8fdb4f4406ac0,揭阳市人民医院（中山大学附属揭阳医院）,药临床机构备字2020000933,揭阳市人民医院（中山大学附属揭阳医院）,揭阳市人民医院中山大学附属揭阳医院,canonical,official_filing,https://beian.cfdi.org.cn/CTMDS/pub/PUB010100.do?method=handle06&curPage=10&pageSize=100,2026-09-05,,
cnha-cfdi-4754f3d4c0a803331cd8fdb4f4406ac0,揭阳市人民医院（中山大学附属揭阳医院）,药临床机构备字2020000933,中山大学附属揭阳医院,中山大学附属揭阳医院,parallel_name,official_source_reviewed,https://beian.cfdi.org.cn/CTMDS/pub/PUB010100.do?method=handle06&curPage=10&pageSize=100,2026-09-05,,
cnha-cfdi-4754f3d4c0a803331cd8fdb4f4406ac0,揭阳市人民医院（中山大学附属揭阳医院）,药临床机构备字2020000933,揭阳市人民医院,揭阳市人民医院,official_variant,official_filing,https://beian.cfdi.org.cn/CTMDS/pub/PUB010100.do?method=handle06&curPage=10&pageSize=100,2026-09-05,,
cnha-cfdi-475de0e6c0a803334867c49ffa67c670,云南省滇南中心医院（红河哈尼族彝族自治州第一人民医院),药临床机构备字2022000008,云南省滇南中心医院（红河哈尼族彝族自治州第一人民医院),云南省滇南中心医院红河哈尼族彝族自治州第一人民医院,canonical,official_filing,https://beian.cfdi.org.cn/CTMDS/pub/PUB010100.do?method=handle06&curPage=12&pageSize=100,2026-09-05,,
cnha-cfdi-475de0e6c0a803334867c49ffa67c670,云南省滇南中心医院（红河哈尼族彝族自治州第一人民医院),药临床机构备字2022000008,红河哈尼族彝族自治州第一人民医院,红河哈尼族彝族自治州第一人民医院,parallel_name,official_source_reviewed,https://beian.cfdi.org.cn/CTMDS/pub/PUB010100.do?method=handle06&curPage=12&pageSize=100,2026-09-05,,
cnha-cfdi-475de0e6c0a803334867c49ffa67c670,云南省滇南中心医院（红河哈尼族彝族自治州第一人民医院),药临床机构备字2022000008,云南省滇南中心医院,云南省滇南中心医院,official_variant,official_filing,https://beian.cfdi.org.cn/CTMDS/pub/PUB010100.do?method=handle06&curPage=12&pageSize=100,2026-09-05,,
cnha-cfdi-4761c7d4c0a8033344728803a1a0ecf3,湖北航天医院,药临床机构备字2024000163,湖北航天医院,湖北航天医院,canonical,official_filing,https://beian.cfdi.org.cn/CTMDS/pub/PUB010100.do?method=handle06&curPage=16&pageSize=100,2026-09-05,,
cnha-cfdi-478db37ec0a803334631163ec9328565,宁夏医科大学总医院,药临床机构备字2020000212,宁夏医科大学总医院,宁夏医科大学总医院,canonical,official_filing,https://beian.cfdi.org.cn/CTMDS/pub/PUB010100.do?method=handle06&curPage=3&pageSize=100,2026-09-05,,
cnha-cfdi-4797113ec0a803334c620bd032bcd670,首都医科大学附属北京安贞医院,药临床机构备字2020000934,首都医科大学附属北京安贞医院,首都医科大学附属北京安贞医院,canonical,official_filing,https://beian.cfdi.org.cn/CTMDS/pub/PUB010100.do?method=handle06&curPage=10&pageSize=100,2026-09-05,,
cnha-cfdi-47afec0bc0a8033311b37e6f65dce8f3,睢宁县人民医院,药临床机构备字2023000257,睢宁县人民医院,睢宁县人民医院,canonical,official_filing,https://beian.cfdi.org.cn/CTMDS/pub/PUB010100.do?method=handle06&curPage=15&pageSize=100,2026-09-05,,
cnha-cfdi-47c52854c0a803333731db87ee0f4e51,新疆维吾尔自治区喀什地区第二人民医院,药临床机构备字2023000220,新疆维吾尔自治区喀什地区第二人民医院,新疆维吾尔自治区喀什地区第二人民医院,canonical,official_filing,https://beian.cfdi.org.cn/CTMDS/pub/PUB010100.do?method=handle06&curPage=15&pageSize=100,2026-09-05,,
cnha-cfdi-47eb54ffc0a8033337e51bbe35f7ded1,赣州市第三人民医院,药临床机构备字2024000112,赣州市第三人民医院,赣州市第三人民医院,canonical,official_filing,https://beian.cfdi.org.cn/CTMDS/pub/PUB010100.do?method=handle06&curPage=16&pageSize=100,2026-09-05,,
cnha-cfdi-480c3fd9c0a803337662912ba61530a2,西安交通大学第二附属医院,药临床机构备字2020000669,西安交通大学第二附属医院,西安交通大学第二附属医院,canonical,official_filing,https://beian.cfdi.org.cn/CTMDS/pub/PUB010100.do?method=handle06&curPage=7&pageSize=100,2026-09-05,,
cnha-cfdi-488aeaf4c0a8033358dc3fe8dcf64bc1,沁阳市人民医院,药临床机构备字2025000019,沁阳市人民医院,沁阳市人民医院,canonical,official_filing,https://beian.cfdi.org.cn/CTMDS/pub/PUB010100.do?method=handle06&curPage=17&pageSize=100,2026-09-05,,
cnha-cfdi-49832745c0a80333475a3d00d7feca94,哈尔滨医科大学附属第一医院,药临床机构备字2020000077,哈尔滨医科大学附属第一医院,哈尔滨医科大学附属第一医院,canonical,official_filing,https://beian.cfdi.org.cn/CTMDS/pub/PUB010100.do?method=handle06&curPage=2&pageSize=100,2026-09-05,,
cnha-cfdi-498d3dc9c0a8033311560a2673525ac7,北大医疗鲁中医院,药临床机构备字2020000095,北大医疗鲁中医院,北大医疗鲁中医院,canonical,official_filing,https://beian.cfdi.org.cn/CTMDS/pub/PUB010100.do?method=handle06&curPage=2&pageSize=100,2026-09-05,,
cnha-cfdi-49a23609c0a803330396f7967ae0786b,曲靖市第二人民医院,药临床机构备字2022000029,曲靖市第二人民医院,曲靖市第二人民医院,canonical,official_filing,https://beian.cfdi.org.cn/CTMDS/pub/PUB010100.do?method=handle06&curPage=12&pageSize=100,2026-09-05,,
cnha-cfdi-49af8e67c0a803336507a7bb3f8db7bc,上海交通大学医学院附属瑞金医院,药临床机构备字2020000252,上海交通大学医学院附属瑞金医院,上海交通大学医学院附属瑞金医院,canonical,official_filing,https://beian.cfdi.org.cn/CTMDS/pub/PUB010100.do?method=handle06&curPage=4&pageSize=100,2026-09-05,,
cnha-cfdi-49af8e67c0a803336507a7bb3f8db7bc,上海交通大学医学院附属瑞金医院,药临床机构备字2020000252,"Ruijin Hospital, Shanghai Jiao Tong University School of Medicine",ruijinhospitalshanghaijiaotonguniversityschoolofmedicine,english_name,official_source_reviewed,https://www.shsmu.edu.cn/qnxzforum/info/1108/1217.htm,2026-09-05,,
cnha-cfdi-49af8e67c0a803336507a7bb3f8db7bc,上海交通大学医学院附属瑞金医院,药临床机构备字2020000252,瑞金医院,瑞金医院,common_short_name,seed_source_reviewed,https://rjvpn2.rjh.com.cn/2018RJPortal/main/yyjs/rjgk/index.shtml,2026-09-04,,
cnha-cfdi-49af8e67c0a803336507a7bb3f8db7bc,上海交通大学医学院附属瑞金医院,药临床机构备字2020000252,广慈医院,广慈医院,historical_name,seed_source_reviewed,https://rjvpn2.rjh.com.cn/2018RJPortal/main/yyjs/rjgk/index.shtml,2026-09-04,1907,1972
cnha-cfdi-49bd0362c0a8033358ef269e066a9107,新乡市第二人民医院,药临床机构备字2020000236,新乡市第二人民医院,新乡市第二人民医院,canonical,official_filing,https://beian.cfdi.org.cn/CTMDS/pub/PUB010100.do?method=handle06&curPage=4&pageSize=100,2026-09-05,,
cnha-cfdi-4a293737c0a803337cf8d35f5b12a371,广州市花都区人民医院,药临床机构备字2022000084,广州市花都区人民医院,广州市花都区人民医院,canonical,official_filing,https://beian.cfdi.org.cn/CTMDS/pub/PUB010100.do?method=handle06&curPage=12&pageSize=100,2026-09-05,,
cnha-cfdi-4a59dc08c0a80333708567db469c8f4a,西峡县人民医院,药临床机构备字2024000079,西峡县人民医院,西峡县人民医院,canonical,official_filing,https://beian.cfdi.org.cn/CTMDS/pub/PUB010100.do?method=handle06&curPage=16&pageSize=100,2026-09-05,,
cnha-cfdi-4a700628c0a80333430737e8f7d06a8a,天津市北辰区中医医院,药临床机构备字2025000005,天津市北辰区中医医院,天津市北辰区中医医院,canonical,official_filing,https://beian.cfdi.org.cn/CTMDS/pub/PUB010100.do?method=handle06&curPage=17&pageSize=100,2026-09-05,,
cnha-cfdi-4a7f74e8c0a8033314a7aadf1c8aa2b7,大连医科大学附属第一医院,药临床机构备字2020000286,大连医科大学附属第一医院,大连医科大学附属第一医院,canonical,official_filing,https://beian.cfdi.org.cn/CTMDS/pub/PUB010100.do?method=handle06&curPage=4&pageSize=100,2026-09-05,,
cnha-cfdi-4aadf43dc0a803330c60464e0f192145,长沙泰和医院,药临床机构备字2021000052,长沙泰和医院,长沙泰和医院,canonical,official_filing,https://beian.cfdi.org.cn/CTMDS/pub/PUB010100.do?method=handle06&curPage=11&pageSize=100,2026-09-05,,
cnha-cfdi-4ab33e0bc0a8033302630a51547a45f3,哈尔滨医科大学附属肿瘤医院、哈尔滨医科大学附属第三医院、哈尔滨医科大学第三临床医学院、黑龙江省肿瘤医院,药临床机构备字2020000204,哈尔滨医科大学附属肿瘤医院、哈尔滨医科大学附属第三医院、哈尔滨医科大学第三临床医学院、黑龙江省肿瘤医院,哈尔滨医科大学附属肿瘤医院、哈尔滨医科大学附属第三医院、哈尔滨医科大学第三临床医学院、黑龙江省肿瘤医院,canonical,official_filing,https://beian.cfdi.org.cn/CTMDS/pub/PUB010100.do?method=handle06&curPage=3&pageSize=100,2026-09-05,,
cnha-cfdi-4ab33e0bc0a8033302630a51547a45f3,哈尔滨医科大学附属肿瘤医院、哈尔滨医科大学附属第三医院、哈尔滨医科大学第三临床医学院、黑龙江省肿瘤医院,药临床机构备字2020000204,哈尔滨医科大学附属第三医院,哈尔滨医科大学附属第三医院,parallel_name,official_source_reviewed,https://beian.cfdi.org.cn/CTMDS/pub/PUB010100.do?method=handle06&curPage=3&pageSize=100,2026-09-05,,
cnha-cfdi-4ab33e0bc0a8033302630a51547a45f3,哈尔滨医科大学附属肿瘤医院、哈尔滨医科大学附属第三医院、哈尔滨医科大学第三临床医学院、黑龙江省肿瘤医院,药临床机构备字2020000204,黑龙江省肿瘤医院,黑龙江省肿瘤医院,parallel_name,official_source_reviewed,https://beian.cfdi.org.cn/CTMDS/pub/PUB010100.do?method=handle06&curPage=3&pageSize=100,2026-09-05,,
cnha-cfdi-4ab33e0bc0a8033302630a51547a45f3,哈尔滨医科大学附属肿瘤医院、哈尔滨医科大学附属第三医院、哈尔滨医科大学第三临床医学院、黑龙江省肿瘤医院,药临床机构备字2020000204,Harbin Medical University Cancer Hospital,harbinmedicaluniversitycancerhospital,english_name,official_source_reviewed,https://hmucancerhospital.hrbmu.edu.cn/info/1081/19930.htm,2026-09-05,,
cnha-cfdi-4ab33e0bc0a8033302630a51547a45f3,哈尔滨医科大学附属肿瘤医院、哈尔滨医科大学附属第三医院、哈尔滨医科大学第三临床医学院、黑龙江省肿瘤医院,药临床机构备字2020000204,哈尔滨医科大学附属肿瘤医院,哈尔滨医科大学附属肿瘤医院,official_variant,official_filing,https://beian.cfdi.org.cn/CTMDS/pub/PUB010100.do?method=handle06&curPage=3&pageSize=100,2026-09-05,,
cnha-cfdi-4ab33e0bc0a8033302630a51547a45f3,哈尔滨医科大学附属肿瘤医院、哈尔滨医科大学附属第三医院、哈尔滨医科大学第三临床医学院、黑龙江省肿瘤医院,药临床机构备字2020000204,哈医大三院,哈医大三院,common_short_name,seed_source_reviewed,https://hmucancerhospital.hrbmu.edu.cn/yygk/yyjj.htm,2026-09-04,,
